CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10012,-0.12596488000891776,-0.24943448080104266,1.0564271668714005,2.518474900633005,-0.189912245605612,0.0,-0.299999760000192,0.5555566666666667,-0.22222266666666668,0.0,0.0,-0.0625,-0.20408163265306123,-0.0996686804529452,-0.25377258933164437,0.0,0.36067954425377496
C10013,0.3341592936243922,0.5180838229034924,2.668587896253602,4.264303218711303,1.3416766690672428,0.0,0.599999520000384,0.5555566666666667,1.0,0.0,0.0,1.1875,0.0,-0.16380836172151114,0.2878714622634877,1.75000175000175,0.36067954425377496
C10014,0.025083954782712643,0.5180838229034924,1.6596527774534209,0.6615114174626129,3.4759702328558855,0.0,0.299999760000192,0.27778,0.7777773333333333,0.0,0.0,1.1875,0.9183673469387755,0.5263929890979635,-0.09906187882936866,0.5833315833315833,0.36067954425377496
C10015,0.9862551572594559,0.5180838229034924,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,0.31137080970965236,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,0.374998874998875,0.25,-0.4375,0.0,-0.033767036777893104,1.0967265630624732,0.0,0.36067954425377496
C10016,3.122155229171295,0.5180838229034924,1.1680764506139683,-0.06581169196664387,3.24920647622096,2.06630237647467,0.0,-0.27777666666666667,0.444444,0.7500022500022501,1.0,0.25,1.0204081632653061,0.7487773020413118,2.909355884843925,0.0,0.36067954425377496
C10017,0.622418188833142,-0.009585538562736815,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,2.4997502784646484,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,1.125001125001125,0.75,-0.4375,0.0,-0.3063046331241635,0.10396548703695077,0.0,-2.628285197478895
C10018,-0.432168773678925,-1.7844753095650043,0.14733371010607244,-0.06581169196664387,0.9175535461844176,0.0,-0.09999952000038398,-0.27777666666666667,0.2222213333333333,0.0,0.0,0.0625,-0.10204081632653061,-0.3968163189046273,-0.38704938596061345,1.75000175000175,0.36067954425377496
C10019,0.5793194137271129,0.5180838229034924,0.1336484523514823,0.22168148872974777,0.5320743645141501,0.0,0.200000239999808,0.0,0.5555546666666666,0.0,0.0,0.125,2.0408163265306123,0.5691808727799197,0.6996283201796974,0.0,0.36067954425377496
C10020,1.4043535574676707,0.5180838229034924,0.03489974264242244,-0.06581169196664387,0.6607239070710303,0.0,0.599999520000384,-0.27777666666666667,1.1111106666666666,0.0,0.0,0.3125,0.20408163265306123,0.12984014211250228,19.66996913899074,0.0,0.36067954425377496
C10021,0.593657156322606,0.5180838229034924,-0.17244358918070607,-0.06581169196664387,0.1870955696033715,0.0,0.200000239999808,-0.27777666666666667,0.6666666666666666,0.0,0.0,0.0625,-0.20408163265306123,-0.41758378125572015,21.43696363485006,0.0,0.36067954425377496
C10022,2.853868636491249,0.5180838229034924,5.603641306124736,10.169707570942407,0.7701261636126004,0.20562389860387986,0.599999520000384,2.7777800000000004,1.1111106666666666,1.5,1.5,5.3125,1.683673469387755,0.8044608808778698,2.180817962042219,0.0,0.36067954425377496
C10023,-0.3847858693765042,-1.0169527845055772,0.4246820396171864,-0.06581169196664387,1.5510922621429142,0.0,0.599999520000384,-0.27777666666666667,1.1111106666666666,0.0,0.0,0.625,-0.24489795918367346,0.9900321787365147,-0.3658044093623382,0.0,0.36067954425377496
C10024,1.5197205420303754,-0.24943448080104266,3.6310958948897474,5.917094586988336,1.5039129391053851,7.159511832725344,0.599999520000384,0.0,1.0,1.5,3.25,0.375,1.2244897959183674,5.680466446577796,1.8015247153609317,0.0,0.36067954425377496
C10025,2.334121055605072,0.5180838229034924,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,0.7173053507836805,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,1.6363636363636365,1.0,-0.4375,0.6122448979591837,0.37277868206618375,2.1763311581773626,0.0,-0.3865616411793925
C10026,-0.36534547622853963,0.5180838229034924,0.03579652403794511,-0.06581169196664387,0.6627723987090236,0.0,0.599999520000384,-0.27777666666666667,1.1111106666666666,0.0,0.0,0.3125,0.0,-0.4226978678363169,-0.24170429372152913,0.0,0.36067954425377496
C10027,0.3855850030115406,0.5180838229034924,-0.2422057085740708,0.11084074436487389,-0.189912245605612,0.2198202892475763,-0.399999280000576,0.27778,-0.22222266666666668,1.125001125001125,1.25,-0.3125,-0.2653061224489796,0.021923853018516307,1.066331678711403,0.0,0.36067954425377496
C10028,-0.38823753745680906,0.5180838229034924,-0.1195708527363509,-0.06581169196664387,0.3078712224267158,0.0,0.599999520000384,-0.27777666666666667,1.1111106666666666,0.0,0.0,0.3125,-0.40816326530612246,-0.42766040468225214,-0.238882789304479,0.0,0.36067954425377496
C10029,3.2606135809215266,0.5180838229034924,0.024072975586060686,0.28844571834327726,0.19951455015870476,2.0076340627775524,0.200000239999808,0.27778,0.3333333333333333,3.75000225000225,4.0,0.0625,1.530612244897959,0.4905246255271656,2.1631378995132646,0.0,0.36067954425377496
C10030,-0.44204800559243684,0.5180838229034924,-0.2440740031480763,-0.06581169196664387,0.02347230001867115,0.0,-0.09999952000038398,-0.27777666666666667,0.3333333333333333,0.0,0.0,-0.125,0.7959183673469388,-0.45862900473013773,-0.2470794860399529,0.0,0.36067954425377496
C10031,5.848216237756912,0.5180838229034924,2.500460067538849,1.6889358422597658,4.130719372649436,2.8582536179405698,0.599999520000384,0.27778,1.1111106666666666,2.25000225000225,2.5,3.5625,2.0408163265306123,2.2224882762154903,4.8225991546071745,0.0,0.36067954425377496
C10032,0.15000486795984744,0.5180838229034924,0.9214709083181145,0.6269429603138179,1.832354431730282,0.15784918134915885,0.599999520000384,0.0,1.1111106666666666,0.7500022500022501,0.5,2.375,0.6122448979591837,-0.13894792928824679,-0.08981861434890542,0.0,0.36067954425377496
C10033,3.0425075306170526,0.5180838229034924,-0.03393757093680959,0.49696486867969625,-0.189912245605612,1.0679755582669057,-0.5,0.0,-0.22222266666666668,0.7500022500022501,0.75,-0.25,1.530612244897959,0.5687075103648316,3.5516398063249537,0.0,0.36067954425377496
C10034,-0.3882553809311768,0.5180838229034924,0.25736691904212533,1.0370363955975441,-0.189912245605612,0.0,0.5,2.7777800000000004,-0.22222266666666668,0.0,0.0,0.25,-0.3673469387755102,-0.2855680880231291,-0.18781413602760175,2.1000021000021,0.36067954425377496
C10035,1.372747222417402,-0.6331936326533102,0.17375139538250994,-0.06581169196664387,0.9778986956869649,0.0,0.599999520000384,-0.27777666666666667,1.1111106666666666,0.0,0.0,0.4375,1.6326530612244898,5.190673637788217,28.40503082137623,0.0,0.36067954425377496
C10036,0.4065541183272629,0.5180838229034924,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,0.08912056298988938,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,0.374998874998875,0.25,-0.4375,-0.24489795918367346,-0.33297007810003354,0.5215219145781765,0.0,0.36067954425377496
C10037,3.4029981969803673,0.5180838229034924,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,7.96660678569537,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,3.2727317727317726,2.75,-0.4375,1.2244897959183674,0.513526283477053,2.7101785480960077,0.0,-0.3865616411793925
C10038,1.648146124596136,0.5180838229034924,1.8862955922260263,2.778240576371871,1.38567656237497,1.5241773038561044,0.299999760000192,1.3888900000000002,0.7777773333333333,1.5,1.75,2.125,0.40816326530612246,0.5013596755559669,1.9888096308561838,0.0,0.36067954425377496
C10039,2.801884965960005,0.5180838229034924,-0.1469226852997912,0.2874931806963916,-0.189912245605612,2.6267232313170514,-0.5,0.0,-0.22222266666666668,1.5,3.0,-0.3125,1.2244897959183674,0.25049120355029975,2.811440406107738,0.0,0.36067954425377496
C10040,0.2794686656356596,-1.7844753095650043,0.5623193008841704,1.6024107861899362,-0.189912245605612,5.542795570532173,-0.5,0.0,-0.22222266666666668,1.5,1.5,-0.0625,0.9183673469387755,12.65874145387429,0.6597089601223025,2.333333333333333,0.36067954425377496
C10041,-0.10900980649602576,-0.6331936326533102,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,2.8128968140339587,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,1.125001125001125,0.75,-0.4375,-0.24489795918367346,1.4561019966904833,-0.04695351215714365,1.1666701666701667,0.36067954425377496
C10043,-0.045951188242257406,0.1343246710512249,1.0885711750171647,1.2959707657536736,1.3897522071963937,1.9647854847445152,0.09999952000038398,1.1111133333333334,0.2222213333333333,1.125001125001125,2.75,1.25,0.0,0.26709223111506225,0.0822178656846294,0.7777777777777777,0.36067954425377496
C10044,1.6778627321726065,0.5180838229034924,-0.1470908318114517,0.2871814411028654,-0.189912245605612,0.0,-0.5,0.0,-0.22222266666666668,0.0,0.0,-0.375,0.30612244897959184,0.0074932753066417656,2.4098192198623143,0.0,0.36067954425377496
C10045,0.25305973526232556,0.5180838229034924,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,1.3301840311610873,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,0.374998874998875,0.25,-0.4375,-0.30612244897959184,-0.31531755372760745,0.014582997071307904,0.0,0.36067954425377496
C10046,2.306795249797529,0.5180838229034924,1.0874969056371118,0.7478286471367585,2.062660371822571,0.0,0.599999520000384,0.8333333333333334,1.1111106666666666,0.0,0.0,0.8125,1.1224489795918366,0.3777954841937327,1.6288119287060916,0.0,0.36067954425377496
C10047,0.7108137618154342,0.5180838229034924,0.07073363257184762,0.10218131121136811,0.5355952095169507,0.16577948244395377,-0.200000239999808,0.0,0.2222213333333333,0.7500022500022501,0.5,-0.125,-0.12244897959183673,-0.5645465260219409,0.0,0.0,0.36067954425377496
C10048,-0.2071482202437633,-1.5925936229614246,-0.2349754085726696,-0.06581169196664387,0.04425595476247632,0.9100739035017374,-0.149999880000096,-0.27777666666666667,0.11111066666666665,0.5625005625005625,0.25,-0.25,-0.2653061224489796,-0.44858509384658973,-0.2672858983782393,0.0,-2.628285197478895
C10049,1.5768170949166285,0.5180838229034924,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,1.7784482006992934,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,2.25000225000225,1.75,-0.4375,0.24489795918367346,-0.5645465260219409,0.0,0.0,0.36067954425377496
C10050,-0.3341461374112024,0.5180838229034924,1.8956837724604036,2.3639040188429266,1.9176228961617454,0.0,0.599999520000384,1.9444466666666669,1.1111106666666666,0.0,0.0,5.0,0.061224489795918366,1.1114688234644312,-0.22122655757697038,6.4166754166754165,0.36067954425377496
C10051,-0.00497201631862681,0.5180838229034924,0.1365910163055409,0.813120773114192,-0.189912245605612,0.6240653319509171,-0.399999280000576,0.27778,-0.22222266666666668,0.374998874998875,0.5,-0.25,0.20408163265306123,-0.17724653312766092,-0.041911439612799764,0.5833315833315833,0.36067954425377496
C10052,2.1070849320925054,0.5180838229034924,0.5045703156016609,1.053108303530451,0.35496519164599505,7.658903493018794,0.149999880000096,0.9722233333333334,0.11111066666666665,3.9375039375039376,9.25,0.125,1.836734693877551,4.780681117279957,1.1330669086741418,0.0,-2.628285197478895
C10053,0.10670741103191962,0.5180838229034924,2.56570091406312,3.7819901109273384,1.7009095516257235,0.0,0.200000239999808,1.6666666666666667,0.444444,0.0,0.0,0.6875,-0.10204081632653061,0.3576927091189189,1.6348516562916429,0.0,0.36067954425377496
C10054,0.3594739720494051,0.5180838229034924,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,0.2885195150959243,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,1.125001125001125,0.75,-0.4375,0.10204081632653061,-0.10875605663047826,0.4355999405437364,0.0,0.36067954425377496
C10055,-0.21222283757850238,0.04904485952849902,1.5113942615332159,3.361972965249695,-0.189912245605612,1.7788004134434905,0.200000239999808,1.9444466666666669,-0.22222266666666668,0.5,0.25,0.25,0.0,1.4844280375519137,-0.29116477090744824,1.4000014000014,-1.8810440120457275
C10056,-0.4500459846959027,-1.0169527845055772,-0.04790307287750056,-0.06581169196664387,0.4715798458296658,0.0,0.200000239999808,-0.27777666666666667,0.6666666666666666,0.0,0.0,0.0625,-0.40816326530612246,-0.28980625283241734,0.0,0.0,0.36067954425377496
C10057,0.22774821698703324,0.5180838229034924,0.8618629699344695,2.1577575531905686,-0.189912245605612,0.0,-0.299999760000192,0.5555566666666667,-0.22222266666666668,0.0,0.0,-0.0625,0.6122448979591837,-0.5645465260219409,0.0,0.0,0.36067954425377496
C10058,1.428886627951596,0.5180838229034924,-0.044848411249001616,0.47673643283310674,-0.189912245605612,0.6001580679732101,-0.299999760000192,0.5555566666666667,-0.22222266666666668,1.875003375003375,1.25,-0.1875,0.20408163265306123,-0.5645465260219409,0.0,0.0,0.36067954425377496
C10059,0.7855954612066646,0.5180838229034924,4.536536835762894,8.228349252257948,0.7245045477581286,0.0,0.5,2.7777800000000004,0.444444,0.0,0.0,2.1875,0.9183673469387755,3.1767316758930675,1.6171586570881464,0.5833315833315833,0.36067954425377496
C10060,1.6085055808784088,0.5180838229034924,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,0.20162619390687772,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,0.8181818181818182,0.75,-0.4375,0.20408163265306123,-0.06058722809806677,2.084415488330254,0.0,-0.3865616411793925
C10061,2.3992000142772714,0.5180838229034924,-0.12356900312472263,-0.06581169196664387,0.29873836387399644,0.8714068155085968,-0.09999952000038398,-0.27777666666666667,0.2222213333333333,1.5,1.0,-0.0625,0.6122448979591837,0.8259371775818094,2.5615719782624087,0.0,0.36067954425377496
C10062,0.5222237253905287,-0.6331936326533102,-0.23193008841704066,0.1298914973025866,-0.189912245605612,0.0,-0.399999280000576,0.27778,-0.22222266666666668,0.0,0.0,-0.3125,0.7142857142857143,1.747716025828377,0.38158073656748986,0.0,0.36067954425377496
C10063,0.35433995002705604,0.5180838229034924,-0.27564818144876896,0.04883920298577256,-0.189912245605612,0.0,-0.5,0.0,-0.22222266666666668,0.0,0.0,-0.375,-0.2857142857142857,-0.34180920314829355,0.8495051555686783,0.0,0.36067954425377496
C10064,-0.033129259283129306,0.1343246710512249,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,3.429340969926289,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,2.4545499545499547,1.75,-0.4375,0.23469387755102042,2.3159259646647845,-0.1144256551111231,0.6363636363636364,-0.3865616411793925
C10065,-0.44979059776220687,-3.319511916974074,0.4471949892339525,1.3889730778223257,-0.189912245605612,0.0,-0.5,0.0,-0.22222266666666668,0.0,0.0,-0.375,-0.2857142857142857,-0.5645465260219409,0.0,0.0,0.36067954425377496
C10067,0.5454719447349528,0.5180838229034924,1.4258450529895048,-0.06581169196664387,3.838019791416607,1.4418377551007677,0.599999520000384,-0.27777666666666667,1.1111106666666666,0.374998874998875,1.0,3.375,-0.23469387755102042,1.8652233415889896,4.782107099475347,0.5833315833315833,0.36067954425377496
C10068,0.45936652695890184,0.5180838229034924,0.04768821900148997,0.4974151592036785,-0.004011629457736514,0.0,0.09999952000038398,0.8333333333333334,0.0,0.0,0.0,0.25,-0.24489795918367346,-0.052343427454497306,0.9477315790035175,0.0,0.36067954425377496
C10069,-0.03299192985202877,-0.009585538562736815,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,0.8155919976628329,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,0.5625005625005625,0.25,-0.4375,-0.30612244897959184,-0.4683090950552712,-0.2151496255202952,0.0,-2.628285197478895
C10070,0.3649904376133378,0.5180838229034924,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,0.34377920611008905,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,1.875003375003375,1.5,-0.4375,-0.10204081632653061,-0.20876741403234841,0.0656137790548527,0.0,0.36067954425377496
C10071,1.618571127139937,0.5180838229034924,-0.09134092172312805,0.2642858998449962,-0.03435491184550958,0.0,0.200000239999808,0.0,0.5555546666666666,0.0,0.0,0.0625,0.6122448979591837,3.966071965305483,1.1155731922009091,0.5833315833315833,0.36067954425377496
C10072,0.42892581048493855,0.5180838229034924,0.9363985819644183,2.2959447874542134,-0.189912245605612,0.0,-0.200000239999808,0.8333333333333334,-0.22222266666666668,0.0,0.0,-0.1875,-0.2653061224489796,0.5052611811064519,0.9891658781932395,0.0,0.36067954425377496
C10073,2.395970110716152,0.5180838229034924,0.05401239613449857,-0.06581169196664387,0.7043823851057588,0.5614899591698514,0.5,-0.27777666666666667,0.888888,1.5,1.0,0.25,0.6632653061224489,0.28415920340572043,3.0242295700280306,0.0,0.36067954425377496
C10074,1.099269428528826,0.1343246710512249,3.887911667032541,2.81620353131684,5.911136005974767,24.507063834665853,0.200000239999808,1.3888900000000002,0.5555546666666666,3.75000225000225,6.75,1.625,0.8163265306122449,18.035804531848473,1.2862010782963433,3.181818181818181,0.36067954425377496
C10075,-0.11287031933588128,0.5180838229034924,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,1.3236864062328397,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,0.5625005625005625,0.75,-0.4375,0.8163265306122449,0.03528421873515439,-0.27734746700337326,1.75000175000175,-2.628285197478895
C10077,0.4858027589280564,0.5180838229034924,0.32939901634290675,0.8054658342064929,0.25994505347950175,0.0,0.0,0.05555666666666667,0.3111106666666667,0.0,0.0,0.0625,-0.15306122448979592,0.02115867809131634,0.5024048097277332,0.0,-1.13380282661256
C10078,-0.17709025938006273,0.1343246710512249,0.4022998706206008,0.8289502169188006,0.3975354084980396,0.0,-0.2727273818180945,0.025253333333333332,0.02020133333333333,0.0,0.0,0.0,0.6122448979591837,0.29533442092628953,-0.22146525565004913,0.0,-0.3865616411793925
C10079,2.5895201423249183,0.5180838229034924,0.18738060429987996,0.36629402239329417,0.4766370595609613,0.0,0.399999280000576,0.27778,0.7777773333333333,0.0,0.0,0.4375,0.6122448979591837,0.7465410726556325,2.9927439183016613,0.0,0.36067954425377496
C10080,0.4435701722409333,0.5180838229034924,0.22870728027688128,0.9839021137676328,-0.189912245605612,0.0,0.599999520000384,3.055556666666667,-0.22222266666666668,0.0,0.0,0.625,1.6326530612244898,1.3855174786661464,0.5038603223769932,0.0,0.36067954425377496
C10081,-0.15295807564474168,0.5180838229034924,-0.03856160000747315,-0.06581169196664387,0.4929183003920941,0.0,0.299999760000192,-0.27777666666666667,0.6666666666666666,0.0,0.0,0.0625,-0.30612244897959184,0.38344098406851723,-0.19771182176553218,0.0,0.36067954425377496
C10082,0.1725627882701972,0.5180838229034924,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,0.03440929575623512,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,0.374998874998875,0.25,-0.4375,-0.3673469387755102,-0.5452570614658933,12.835265338870594,0.0,0.36067954425377496
C10083,2.970330656029843,0.5180838229034924,0.025576952718135114,0.6073033659216669,-0.189912245605612,4.149620093502817,0.09999952000038398,1.6666666666666667,-0.22222266666666668,1.875003375003375,1.75,0.0,0.8163265306122449,0.5057663442533645,3.5462291170534392,0.0,0.36067954425377496
C10084,-0.4444915537184016,0.1343246710512249,-0.10876276862572919,0.0038274694538495526,0.24675788855992103,0.0,0.200000239999808,0.27778,0.5555546666666666,0.0,0.0,0.375,0.40816326530612246,-0.3288182520569437,-0.3088431259183691,1.2727272727272727,0.36067954425377496
C10085,-0.4111416681100059,-2.5519936132695396,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,2.680232849602921,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,0.7500022500022501,1.25,-0.4375,1.3265306122448979,-0.4877481552766896,-0.23897453076864267,0.0,0.36067954425377496
C10086,-0.4515384139512832,-1.0169527845055772,-0.2132004353126357,-0.016972488980871316,0.03382145048144887,0.0,-0.09999952000038398,0.27778,0.11111066666666665,0.0,0.0,-0.125,1.836734693877551,-0.4261584744795692,-0.3444334357366966,3.1111111111111107,0.36067954425377496
C10087,-0.43145483687032976,-1.4007119363578449,0.03243359380473521,-0.06581169196664387,0.6550905550665493,0.0,0.0,-0.27777666666666667,0.3333333333333333,0.0,0.0,0.3125,-0.3673469387755102,-0.08650040976169265,-0.2776286636627303,7.000007000007,0.36067954425377496
C10088,0.5514306811968059,0.5180838229034924,4.254405672142327,7.754245287103507,0.6641807367101438,0.2638168568050904,0.599999520000384,3.055556666666667,0.2222213333333333,0.374998874998875,0.25,2.6875,1.2244897959183674,2.6775659826920086,0.45708516088307327,0.0,0.36067954425377496
C10089,-0.38344882280320836,0.5180838229034924,0.8281402528736704,2.0952364458222563,-0.189912245605612,0.0,0.599999520000384,3.055556666666667,-0.22222266666666668,0.0,0.0,0.9375,2.7551020408163267,0.27560407393358655,-0.22818713911773272,7.000007000007,0.36067954425377496
C10090,3.2175605724267995,0.5180838229034924,1.1606780041009064,2.4370069535248224,0.14860099757275078,5.051083919800904,0.599999520000384,2.5,1.1111106666666666,3.375003375003375,5.75,1.0,1.6326530612244898,2.4593683864038764,2.5312037587071696,0.0,0.36067954425377496
C10092,3.7946024289681315,0.5180838229034924,1.7718251836767103,2.2181657588694246,1.8142594222613428,4.7146069947424,0.599999520000384,2.2222233333333334,1.1111106666666666,3.375003375003375,5.25,3.3125,2.142857142857143,1.426137415364141,2.8521824370241675,0.0,0.36067954425377496
C10093,1.6428626772360573,0.5180838229034924,-0.2954521039332271,0.012123206414908081,-0.189912245605612,0.09358599897842618,-0.5,0.0,-0.22222266666666668,0.374998874998875,0.25,-0.375,0.30612244897959184,0.14292728137527505,1.0627030912136883,0.0,0.36067954425377496
C10094,2.71924498415283,0.5180838229034924,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,2.4395783319660134,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,1.875003375003375,3.5,-0.4375,0.7142857142857143,0.4251412325197476,4.130472171553693,0.0,0.36067954425377496
C10095,4.417703347222691,0.5180838229034924,4.426727822175722,1.9220997393510622,8.243557120375556,0.33285164371151965,0.599999520000384,0.5555566666666667,1.0,0.374998874998875,0.25,2.4375,1.2244897959183674,3.6581776737545373,15.399548988487238,0.0,0.36067954425377496
C10096,0.5730546022777628,0.5180838229034924,0.6265886342299589,0.3271533845394481,1.5281320850337414,3.892832587034238,0.49090880727295416,0.025253333333333332,0.8686866666666666,2.4545499545499547,5.25,0.625,0.20408163265306123,1.4490968256244345,0.9684517535758237,0.6363636363636364,-0.3865616411793925
C10097,0.23267074783265962,0.5180838229034924,-0.29484490819667536,0.013248932724863828,-0.189912245605612,0.44500675784781296,-0.5,0.0,-0.22222266666666668,0.374998874998875,0.25,-0.375,-0.24489795918367346,-0.2741106649487747,0.000350711256076095,0.0,0.36067954425377496
C10098,0.22552679529684144,0.5180838229034924,0.04140140775996155,0.6366415254457444,-0.189912245605612,0.0,-0.399999280000576,0.27778,-0.22222266666666668,0.0,0.0,-0.3125,-0.12244897959183673,-0.5645465260219409,0.0,0.0,0.36067954425377496
C10099,0.7560788211127412,0.5180838229034924,-0.13819774963918557,0.3036690018271404,-0.189912245605612,0.0,-0.299999760000192,0.5555566666666667,-0.22222266666666668,0.0,0.0,-0.25,-0.12244897959183673,-0.5645465260219409,0.0,0.0,0.36067954425377496
C10100,0.13832672730844783,0.5180838229034924,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,0.10828750483333043,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,0.374998874998875,0.25,-0.4375,-0.3673469387755102,-0.46452159884084604,4.198012906559104,0.0,0.36067954425377496
C10101,0.3876560112330601,0.5180838229034924,0.35325713805295683,1.2148145582390177,-0.189912245605612,0.0,0.200000239999808,1.9444466666666669,-0.22222266666666668,0.0,0.0,0.25,0.6122448979591837,-0.28973261683425455,0.1242920503787771,0.0,0.36067954425377496
C10102,1.3668120474004595,0.5180838229034924,-0.3374887318483505,-0.06581169196664387,-0.189912245605612,1.5388326227621467,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,2.25000225000225,1.5,-0.4375,0.20408163265306123,-0.5645465260219409,0.0,0.0,0.36067954425377496
