CUST_ID,BALANCE_FREQUENCY,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PRC_FULL_PAYMENT,TENURE,BALANCE_FREQUENCY_to_ONEOFF_PURCHASES_ratio,BALANCE_FREQUENCY_to_INSTALLMENTS_PURCHASES_ratio,BALANCE_FREQUENCY_to_CASH_ADVANCE_ratio,BALANCE_FREQUENCY_to_PURCHASES_FREQUENCY_ratio,ONEOFF_PURCHASES_to_INSTALLMENTS_PURCHASES_ratio,ONEOFF_PURCHASES_to_CASH_ADVANCE_ratio,ONEOFF_PURCHASES_to_PURCHASES_FREQUENCY_ratio,INSTALLMENTS_PURCHASES_to_CASH_ADVANCE_ratio,INSTALLMENTS_PURCHASES_to_PURCHASES_FREQUENCY_ratio,CASH_ADVANCE_to_PURCHASES_FREQUENCY_ratio
C10012,-1.4961027419663409,3.0107392442377576,-0.17377424615704917,0.0,-0.200000239999808,0.666668,-0.22222266666666668,0.0,0.0,-0.07142857142857142,-0.2222222222222222,0.0,0.0,-3.004483409574754e-11,0.8181819999913046,0.6363640000005291,0.14167586506916746,215017269414.91068,9.727220873192996,5.435155844934377,-7.105915613885942e-13,-0.2775950448045045,0.0
C10013,0.0,5.060089959594419,1.486611841724788,0.0,0.699999040000768,0.666668,1.0,0.0,0.0,1.3571428571428572,0.0,2.25000225000225,0.0,-3.019318409854384e-11,-8.881628964460958e-12,0.8181820000006802,-0.06493487130352757,0.4967849585161197,16.29849578722634,2.2631743843742025,2.586173039678612,0.9237065376626411,0.0
C10014,0.0,0.8309318695840002,3.8003863192107055,0.0,0.399999280000576,0.333336,0.7777773333333333,0.0,0.0,1.3571428571428572,1.0,0.74999774999775,0.0,-2.8211968142011428e-11,-9.69276998466224e-12,0.8181820000006802,-0.034631972908621765,0.030068237608457723,2.7376346539332053,0.48875877587244937,6.190046390126749,3.5561842666517833,0.0
C10015,0.0,-0.022840588549210946,-0.17377424615704917,0.3443060082522208,-0.5,-0.333332,-0.22222266666666668,0.499997000006,0.25,-0.5,0.0,0.0,0.0,0.9999999999710315,0.9999999999916556,-0.18181799999726778,90908695.2409941,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,-7.105915613885942e-13,-0.2775950448045045,13071532.496989831
C10016,0.0,-0.022840588549210946,3.554553130457915,2.2848651861408475,0.09999952000038398,-0.333332,0.444444,1.0,1.0,0.2857142857142857,1.1111111111111112,0.0,0.0,0.9999999999710315,-9.65438946073271e-12,-0.18181799999971668,0.025973823820584042,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,1.8126173084920242e-12,5.117349667985734,0.1734892145725708
C10017,-1.0285716636735227,-0.022840588549210946,-0.17377424615704917,2.764160971955297,-0.5,-0.333332,-0.22222266666666668,1.499997000006,0.75,-0.5,0.0,0.0,-4.0,0.8749999999708286,0.8749999999914144,-0.18181799999983692,79545108.3163894,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,-7.105915613885942e-13,-0.2775950448045045,104941009.17738375
C10018,-4.488316454472331,-0.022840588549210946,1.026822582324161,0.0,0.0,-0.333332,0.2222213333333333,0.0,0.0,0.07142857142857142,-0.1111111111111111,2.25000225000225,0.0,0.45454499997014536,-9.399043077476117e-12,0.2727270000002267,-0.05667062310785302,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,1.8700175651931819,1.8071408724298912,0.0
C10019,0.0,0.3146349520977865,0.6089269810425992,0.0,0.299999760000192,0.0,0.5555546666666666,0.0,0.0,0.14285714285714285,2.2222222222222223,0.0,0.0,-2.4569050916413952e-11,-7.319332893493796e-12,0.8181820000006802,-0.019480591900231846,0.06553963526418657,1.0821205651797627,0.2043936885589797,1.2191145340712617,0.5718396972982221,0.0
C10020,0.0,-0.022840588549210946,0.7483951559734896,0.0,0.699999040000768,-0.333332,1.1111106666666666,0.0,0.0,0.35714285714285715,0.2222222222222222,0.0,0.0,0.9999999999710315,-7.766323327437261e-12,0.8181820000006802,-0.06493487130352757,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,1.436346439669604,0.38960132004544934,0.0
C10021,0.0,-0.022840588549210946,0.2349375990376719,0.0,0.299999760000192,-0.333332,0.6666666666666666,0.0,0.0,0.07142857142857142,-0.2222222222222222,0.0,0.0,0.9999999999710315,-4.614902133613836e-12,0.8181820000006802,-0.019480591900231846,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,0.6365986578383203,0.16596378550348942,0.0
C10023,-2.9922054839326804,-0.022840588549210946,1.713637993453393,0.0,0.699999040000768,-0.333332,1.1111106666666666,0.0,0.0,0.7142857142857143,-0.26666666666666666,0.0,0.0,0.6363639999704408,-9.494898900365575e-12,0.4545460000003779,-0.09799254562979434,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,2.9397829122183583,1.0879616331030746,0.0
C10025,0.0,-0.022840588549210946,-0.17377424615704917,0.7931782117167164,-0.5,-0.333332,-0.22222266666666668,2.181811636376727,1.0,-0.5,0.6666666666666666,0.0,-1.0,0.9999999999710315,0.9999999999916556,-0.18181799999889955,90908695.2409941,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,-7.105915613885942e-13,-0.2775950448045045,30112906.896368295
C10026,0.0,-0.022840588549210946,0.7506159131128769,0.0,0.699999040000768,-0.333332,1.1111106666666666,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.9999999999710315,-7.772349823529964e-12,0.8181820000006802,-0.06493487130352757,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,1.4398054316977085,0.3912080542172735,0.0
C10027,0.0,0.18452390028207669,-0.17377424615704917,0.24307174585265998,-0.299999760000192,0.333336,-0.22222266666666668,1.499997000006,1.25,-0.35714285714285715,-0.28888888888888886,0.0,0.0,-2.0789225733382356e-11,0.9999999999916556,-0.1818179999960669,0.38960751159670665,14697798844.853653,2.641189681553004e-12,0.5363611381495068,-7.105915613885942e-13,-0.2775950448045045,0.055369010853751524
C10028,0.0,-0.022840588549210946,0.36586973871404277,0.0,0.699999040000768,-0.333332,1.1111106666666666,0.0,0.0,0.35714285714285715,-0.4444444444444444,0.0,0.0,0.9999999999710315,-5.988158224532218e-12,0.8181820000006802,-0.06493487130352757,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,0.8405350628286369,0.11284135894874966,0.0
C10029,0.0,0.39300653096490556,0.24840093919520684,2.2199912407675493,0.299999760000192,0.333336,0.3333333333333333,4.999988000024,4.0,0.07142857142857142,1.6666666666666667,0.0,0.0,-2.5704367052617782e-11,-4.795400271255959e-12,-0.181817999999704,-0.019480591900231846,0.15634979694975654,5.217757848819784e-13,0.25727541435384227,-4.165280186189341e-13,0.1805750170655933,0.12642245153301387
C10030,0.0,-0.022840588549210946,0.057554622529118506,0.0,0.0,-0.333332,0.3333333333333333,0.0,0.0,-0.14285714285714285,0.8666666666666667,0.0,0.0,0.9999999999710315,-2.748523261117285e-13,0.8181820000006802,0.06233712727476509,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,0.36031166959348837,0.1240881762425853,0.0
C10032,0.0,0.7903534852989758,2.0185525752686306,0.17454565373963188,0.699999040000768,0.0,1.1111106666666666,1.0,0.5,2.7142857142857144,0.6666666666666666,0.0,0.0,-2.8093147301931807e-11,-9.21967721972122e-12,-0.1818179999944634,-0.06493487130352757,0.055662399838794605,1.4756449817530783e-11,0.34248536485721986,1.8711500183982926e-11,1.3085695822573804,0.006626602870993138
C10033,0.0,0.6377779471932097,-0.17377424615704917,1.180940505375885,-0.400000479999616,0.0,-0.22222266666666668,1.0,0.75,-0.2857142857142857,1.6666666666666667,0.0,0.0,-2.751575077939216e-11,0.9999999999916556,-0.1818179999993105,0.9350651286964724,46824017006.23866,1.7062406940583134e-12,3.542748684003714,-7.105915613885942e-13,-0.2775950448045045,0.5380131645058539
C10034,0.0,1.2717440471652561,-0.17377424615704917,0.0,0.599999520000384,3.333336,-0.22222266666666668,0.0,0.0,0.2857142857142857,-0.4,2.7000027000027,0.0,-2.9022770882701844e-11,0.9999999999916556,0.8181820000006802,-0.05667048052949011,91758934572.7168,4.151105751209976,0.6119740184633228,-7.105915613885942e-13,-0.2775950448045045,0.0
C10035,-2.244154112949511,-0.022840588549210946,1.0922423863886093,0.0,0.699999040000768,-0.333332,1.1111106666666666,0.0,0.0,0.5,1.7777777777777777,0.0,0.0,0.7272729999705884,-8.945965832828149e-12,0.5454550000004534,-0.08972812704822766,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,1.9719137053544213,0.6383773276495461,0.0
C10036,0.0,-0.022840588549210946,-0.17377424615704917,0.09854727655701698,-0.5,-0.333332,-0.22222266666666668,0.499997000006,0.25,-0.5,-0.26666666666666666,0.0,0.0,0.9999999999710315,0.9999999999916556,-0.18181799999007708,90908695.2409941,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,-7.105915613885942e-13,-0.2775950448045045,3741334.444158898
C10037,0.0,-0.022840588549210946,-0.17377424615704917,8.809273368481715,-0.5,-0.333332,-0.22222266666666668,4.363629272741454,2.75,-0.5,1.3333333333333333,0.0,-1.0,0.9999999999710315,0.9999999999916556,-0.1818180000000385,90908695.2409941,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,-7.105915613885942e-13,-0.2775950448045045,334442909.36283153
C10038,0.0,3.3156666920789815,1.5343118544478758,1.685396919026156,0.399999280000576,1.666668,0.7777773333333333,1.9999940000119998,1.75,2.4285714285714284,0.4444444444444444,0.0,0.0,-2.998419694965122e-11,-8.920536120282537e-12,-0.18181799999956214,-0.034631972908621765,0.31531593346519765,6.231193422238861e-12,1.9790624256386538,8.56546672389978e-13,1.370155479356624,0.08531449753020894
C10039,0.0,0.39188838911336427,-0.17377424615704917,2.9045644689734478,-0.400000479999616,0.0,-0.22222266666666668,1.9999940000119998,3.0,-0.35714285714285715,1.3333333333333333,0.0,0.0,-2.569118651763196e-11,0.9999999999916556,-0.18181799999980938,0.9350651286964724,29395597689.71246,3.800083871517938e-13,2.2154182663547433,-7.105915613885942e-13,-0.2775950448045045,1.3232621917446004
C10040,-4.488316454472331,1.9354120606846075,-0.17377424615704917,6.1290839023336465,-0.400000479999616,0.0,-0.22222266666666668,1.9999940000119998,1.5,-0.07142857142857142,1.0,3.0,0.0,-3.012125556155311e-11,0.45454499999060266,-0.18181800000007756,0.3400235262983769,138799095679.62033,9.425589118227277e-13,10.547475697489965,-7.105915613885942e-13,-0.2775950448045045,2.7922895444820344
C10041,-2.244154112949511,-0.022840588549210946,-0.17377424615704917,3.1104305331913675,-0.5,-0.333332,-0.22222266666666668,1.499997000006,0.75,-0.5,-0.26666666666666666,1.5000045000045001,0.0,0.7272729999705884,0.727272999991129,-0.18181799999991904,66115439.471500754,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,-7.105915613885942e-13,-0.2775950448045045,118087087.70616733
C10043,-0.7480513709831704,1.575695662117862,1.5387302358397814,2.172610361116063,0.19999904000076796,1.333336,0.2222213333333333,1.499997000006,2.75,1.4285714285714286,0.0,1.0,0.0,-2.9436984259833316e-11,-9.046832225799333e-12,-0.18181799999973577,-0.014167582796899083,0.14789559441857977,2.2676795489326414e-12,1.2093927580532078,5.082566203338414e-13,1.8464226675092754,0.14139928238658675
C10044,0.0,0.39152245178013256,-0.17377424615704917,0.0,-0.400000479999616,0.0,-0.22222266666666668,0.0,0.0,-0.42857142857142855,0.3333333333333333,0.0,0.0,-2.568685743834058e-11,0.9999999999916556,0.8181820000006802,0.9350651286964724,29369660397.633293,1.3286615276803737,2.2134429089741987,-7.105915613885942e-13,-0.2775950448045045,0.0
C10045,0.0,-0.022840588549210946,-0.17377424615704917,1.470884038349611,-0.5,-0.333332,-0.22222266666666668,0.499997000006,0.25,-0.5,-0.3333333333333333,0.0,0.0,0.9999999999710315,0.9999999999916556,-0.1818179999994762,90908695.2409941,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,-7.105915613885942e-13,-0.2775950448045045,55841919.82065582
C10046,0.0,0.9322558511854844,2.2682258232416115,0.0,0.699999040000768,1.0,1.1111106666666666,0.0,0.0,0.9285714285714286,1.2222222222222223,0.0,0.0,-2.8464581954974543e-11,-9.327559688388485e-12,0.8181820000006802,-0.06493487130352757,0.05897200387603986,3.0625315754305737,0.4063184181715166,3.8035941089034915,1.489210018887562,0.0
C10047,0.0,0.17435897435897435,0.6127439073759209,0.18331478118845457,-0.10000071999942402,0.0,0.2222213333333333,1.0,0.5,-0.14285714285714285,-0.13333333333333333,0.0,0.0,-2.0283868951503687e-11,-7.333675855445772e-12,-0.1818179999947355,0.11688279148923549,0.03595352698918604,3.3499403273916574e-12,0.24280364174873592,5.923951382536738e-12,1.4295617165010386,0.02087858577315629
C10048,-4.114286654694091,-0.022840588549210946,0.08008605433915122,1.0063368278528984,-0.05000035999971201,-0.333332,0.11111066666666665,0.749998500003,0.25,-0.2857142857142857,-0.28888888888888886,0.0,-4.0,0.4999999999702192,-5.718628524350616e-12,-0.18181799999965792,-0.034631973070237236,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,-3.205138223369289e-13,0.21219108775689574,0.1018811886158533
C10049,0.0,-0.022840588549210946,-0.17377424615704917,1.9665632800875112,-0.5,-0.333332,-0.22222266666666668,2.999994000012,1.75,-0.5,0.26666666666666666,0.0,0.0,0.9999999999710315,0.9999999999916556,-0.18181799999964635,90908695.2409941,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,-7.105915613885942e-13,-0.2775950448045045,74660317.29606046
C10050,0.0,2.829295316510381,2.110991591195623,0.0,0.699999040000768,2.333336,1.1111106666666666,0.0,0.0,5.714285714285714,0.06666666666666667,8.25001125001125,0.0,-2.988035336352862e-11,-9.262368399212443e-12,0.8181820000006802,-0.06493487130352757,0.19952417148460988,9.145418099444198,1.2596785476725152,3.5586902670803138,1.3754498921595582,0.0
C10051,0.0,1.008899392645676,-0.17377424615704917,0.6900757445213932,-0.299999760000192,0.333336,-0.22222266666666668,0.499997000006,0.5,-0.2857142857142857,0.2222222222222222,0.74999774999775,0.0,-2.8622703952176605e-11,0.9999999999916556,-0.18181799999871254,0.38960751159670665,73128754056.52274,4.684937272158757e-12,2.7613684064323434,-7.105915613885942e-13,-0.2775950448045045,0.1571914960921714
C10053,0.0,4.493923915529464,1.8760539921579513,0.0,0.299999760000192,2.0,0.444444,0.0,0.0,0.7857142857142857,-0.1111111111111111,0.0,0.0,-3.014304963073444e-11,-9.146324265179897e-12,0.8181820000006802,-0.019480591900231846,0.356135249816287,14.483075569172525,3.0243957374702832,3.1927577354404457,1.9470026183391251,0.0
C10054,0.0,-0.022840588549210946,-0.17377424615704917,0.31903762153612236,-0.5,-0.333332,-0.22222266666666668,1.499997000006,0.75,-0.5,0.1111111111111111,0.0,0.0,0.9999999999710315,0.9999999999916556,-0.1818179999970394,90908695.2409941,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,-7.105915613885942e-13,-0.2775950448045045,12112221.505634638
C10055,-0.91428500897943,4.00088434855531,-0.17377424615704917,1.966952748079463,0.299999760000192,2.333336,-0.22222266666666668,0.6666646666706666,0.25,0.2857142857142857,0.0,1.8000018000018,-3.0,-3.0144036541124356e-11,0.8888889999914412,-0.18181799999970252,-0.03463201838314849,285197817938.4404,6.4375411606692735e-12,2.691714125543693,-7.105915613885942e-13,-0.2775950448045045,0.11201259892170981
C10056,-2.9922054839326804,-0.022840588549210946,0.5433452467700707,0.0,0.299999760000192,-0.333332,0.6666666666666666,0.0,0.0,0.07142857142857142,-0.4444444444444444,0.0,0.0,0.6363639999704408,-8.2220652292595e-12,0.4545460000003779,-0.06906707857159547,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,1.1169661757413063,0.500666430152922,0.0
C10057,0.0,2.587309089985007,-0.17377424615704917,0.0,-0.200000239999808,0.666668,-0.22222266666666668,0.0,0.0,-0.07142857142857142,0.6666666666666666,0.0,0.0,-2.981427044236046e-11,0.9999999999916556,0.8181820000006802,0.207791213523355,185004940557.97742,8.36948550382157,4.6732562286354495,-7.105915613885942e-13,-0.2775950448045045,0.0
C10058,0.0,0.6140326802368427,-0.17377424615704917,0.6636396934475239,-0.200000239999808,0.666668,-0.22222266666666668,2.499997000006,1.25,-0.21428571428571427,0.2222222222222222,0.0,0.0,-2.7401012721540714e-11,0.9999999999916556,-0.18181799999865522,0.207791213523355,45140974942.43522,2.980430876920617e-12,1.1226386726136164,-7.105915613885942e-13,-0.2775950448045045,0.10077997567951617
C10059,0.0,9.713308429264822,0.8175393548237851,0.0,0.599999520000384,3.333336,0.444444,0.0,0.0,2.5,1.0,0.74999774999775,0.0,-3.038433936555728e-11,-7.941293415337273e-12,0.8181820000006802,-0.05667048052949011,1.6052071811714361,31.219113117452377,4.754519851278517,1.54404359771131,0.5048294372561204,0.0
C10060,0.0,-0.022840588549210946,-0.17377424615704917,0.22295317293197536,-0.5,-0.333332,-0.22222266666666668,1.0909058181883635,0.75,-0.5,0.2222222222222222,0.0,-1.0,0.9999999999710315,0.9999999999916556,-0.18181799999569834,90908695.2409941,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,-7.105915613885942e-13,-0.2775950448045045,8464388.002060117
C10061,0.0,-0.022840588549210946,0.35596886313427484,0.9635797346941978,0.0,-0.333332,0.2222213333333333,1.9999940000119998,1.0,-0.07142857142857142,0.6666666666666666,0.0,0.0,0.9999999999710315,-5.908040098967438e-12,-0.18181799999912088,0.06233712727476509,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,1.3952289581517734e-13,0.642259531393331,0.08779715769358665
C10062,-2.244154112949511,0.2068867373129018,-0.17377424615704917,0.0,-0.299999760000192,0.333336,-0.22222266666666668,0.0,0.0,-0.35714285714285715,0.7777777777777778,0.0,0.0,-2.4157103054188507e-11,0.727272999991129,0.5454550000004534,0.24084827539077436,16282855583.0247,0.7366242401524654,0.5967189185468218,-7.105915613885942e-13,-0.2775950448045045,0.0
C10063,0.0,0.11174303067266397,-0.17377424615704917,0.0,-0.400000479999616,0.0,-0.22222266666666668,0.0,0.0,-0.42857142857142855,-0.3111111111111111,0.0,0.0,-1.548740712086438e-11,0.9999999999916556,0.8181820000006802,0.9350651286964724,9539159642.442425,0.4315444663547762,0.7031724494715004,-7.105915613885942e-13,-0.2775950448045045,0.0
C10064,-0.7480513709831704,-0.022840588549210946,-0.17377424615704917,3.792078972952349,-0.5,-0.333332,-0.22222266666666668,3.2727234545530908,1.75,-0.5,0.25555555555555554,0.8181818181818182,-1.0,0.9090909999708838,0.9090909999914801,-0.1818179999999132,82644276.65116298,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,-7.105915613885942e-13,-0.2775950448045045,143965781.42135495
C10065,-7.480521938405012,1.6848669665319813,-0.17377424615704917,0.0,-0.400000479999616,0.0,-0.22222266666666668,0.0,0.0,-0.42857142857142855,-0.3111111111111111,0.0,0.0,-3.048492230192957e-11,0.09090899998990065,-0.0909090000000756,-0.05667014802788985,121040696369.42033,5.475790811753319,9.195014344277403,-7.105915613885942e-13,-0.2775950448045045,0.0
C10067,0.0,-0.022840588549210946,4.192882010710527,1.5943479174204018,0.699999040000768,-0.333332,1.1111106666666666,0.499997000006,1.0,3.857142857142857,-0.25555555555555554,0.74999774999775,0.0,0.9999999999710315,-9.745090295134572e-12,-0.1818179999995285,-0.06493487130352757,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,3.5245277535426005e-12,2.8817129678017745,0.06052920975448545
C10068,0.0,0.6383065233412111,0.02775946424234012,0.0,0.19999904000076796,1.0,0.0,0.0,0.0,0.2857142857142857,-0.26666666666666666,0.0,0.0,-2.7518211106860126e-11,1.2035682431890309e-12,0.8181820000006802,0.0,0.5327395653724599,2.1199784879645933,0.48652416983196883,0.31390352654975556,-0.02763297170237352,0.0
C10069,-1.0285716636735227,-0.022840588549210946,-0.17377424615704917,0.901861113248213,-0.5,-0.333332,-0.22222266666666668,0.749998500003,0.25,-0.5,-0.3333333333333333,0.0,-4.0,0.8749999999708286,0.8749999999914144,-0.18181799999918796,79545108.3163894,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,-7.105915613885942e-13,-0.2775950448045045,34239039.01485113
C10070,0.0,-0.022840588549210946,-0.17377424615704917,0.3801423976969957,-0.5,-0.333332,-0.22222266666666668,2.499997000006,1.5,-0.5,-0.1111111111111111,0.0,0.0,0.9999999999710315,0.9999999999916556,-0.18181799999753961,90908695.2409941,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,-7.105915613885942e-13,-0.2775950448045045,14432056.32746277
C10071,0.0,0.36464638763945006,-0.00513550088483292,0.0,0.299999760000192,0.0,0.5555546666666666,0.0,0.0,0.07142857142857142,0.6666666666666666,0.74999774999775,0.0,-2.5346557585264464e-11,3.442568798635811e-12,0.8181820000006802,-0.019480591900231846,0.37158876516041023,1.242483010381112,0.23813922564208265,0.2626672071334605,-0.09457807214516131,0.0
C10072,0.0,2.749520977865874,-0.17377424615704917,0.0,-0.10000071999942402,1.0,-0.22222266666666668,0.0,0.0,-0.21428571428571427,-0.28888888888888886,0.0,0.0,-2.985984281190557e-11,0.9999999999916556,0.8181820000006802,0.11688279148923549,196502365752.4018,8.889620442952289,3.718023025605923,-7.105915613885942e-13,-0.2775950448045045,0.0
C10073,0.0,-0.022840588549210946,0.7957250425066796,0.6208814715025647,0.599999520000384,-0.333332,0.888888,1.9999940000119998,1.0,0.2857142857142857,0.7222222222222222,0.0,0.0,0.9999999999710315,-7.888786947840759e-12,-0.1818179999985522,-0.05667048052949011,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,1.703971421995712e-12,0.4876118262001111,0.025714554686060143
C10075,0.0,-0.022840588549210946,-0.17377424615704917,1.4636991281640632,-0.5,-0.333332,-0.22222266666666668,0.749998500003,0.75,-0.5,0.8888888888888888,2.25000225000225,-4.0,0.9999999999710315,0.9999999999916556,-0.1818179999994729,90908695.2409941,-0.005156233332241626,-7.452727069121485e-14,-0.02332009826195898,-7.105915613885942e-13,-0.2775950448045045,55569145.64673104
C10077,0.0,0.9999135981296535,0.3139132748071295,0.0,0.09999952000038398,0.066668,0.3111106666666667,0.0,0.0,0.07142857142857142,-0.16666666666666666,0.0,-2.0,-2.8605391875358026e-11,-5.531469345302512e-12,0.8181820000006802,0.025973823820584042,0.33870037154193305,3.2794771923533745,0.8968269627478767,0.7596090618377797,0.4280959922063773,0.0
