Unnamed: 0,vehicle_count,average_speed,lane_occupancy,flow_rate,time_of_day,waiting_time,generated_id
29,54,69.26811893897099,38.601171714469885,746,night,5.135872410593119,29
30,54,61.65861014683173,26.057821618344224,521,afternoon,17.21072577850663,30
31,44,31.113583297423112,79.92665079525295,917,afternoon,19.761048963268145,31
32,35,47.9770280083372,30.09331980998552,573,evening,243.7055852515913,32
33,100,16.06853479818475,18.004679332455844,1106,evening,0.5897286963633248,33
34,44,57.989979724928354,38.83967050038217,517,morning,32.003289180595715,34
35,79,36.891956561188735,13.166490012596,1412,evening,48.95797242690454,35
36,112,28.87689187370475,69.03969779917355,1276,morning,28.862510325720866,36
37,64,44.52476880260856,71.00804155028703,1454,afternoon,29.8220090512797,37
38,102,40.71895161880344,1.4778593127463435,884,morning,62.45794608188103,38
39,87,55.6531557831319,69.48664925444432,521,morning,24.984034504655,39
40,129,87.9983918709519,29.898733955333256,650,evening,64.00688527415174,40
41,127,76.45067912758793,65.62035938854207,829,afternoon,7.078729140461389,41
42,106,26.125856563728405,70.64840359093535,515,morning,21.777713695449453,42
43,120,80.70510298772223,27.77814268685489,719,afternoon,1.025200563848666,43
44,56,50.93596282567202,18.53856066096401,1139,night,48.81026493547452,44
45,84,0.0,82.63589218409707,1166,night,45.055810840992685,45
46,40,45.45642278697248,73.91842793728014,765,night,23.233313975564165,46
47,76,18.83897219116333,83.7142339887227,825,afternoon,15.116648524203626,47
48,51,41.238425370300334,43.571987323860526,550,night,13.866402201148931,48
49,66,88.17166410212536,45.63687848807443,761,evening,6.735929142988799,49
50,70,23.7905751671342,34.41671682845588,866,afternoon,16.752683137255282,50
51,80,23.20227935993904,49.906246385595445,1268,night,10.86825782502,51
52,78,48.03175505260303,64.65700551143536,1380,night,25.859163165674136,52
53,60,33.646835465380406,81.45449344574303,1468,morning,46.321208484619646,53
54,56,44.88835718946059,18.317063548464795,1486,afternoon,35.53850668760372,54
55,52,52.17397294681522,40.54176304912948,743,night,21.643637997538647,55
56,30,20.38696881546933,46.12016363748796,939,afternoon,89.04567000516961,56
57,105,54.56748611300511,48.799455012193725,958,afternoon,6.594121157157042,57
58,118,34.776768146931744,54.197290951699614,655,evening,30.64729360714136,58
59,89,71.4433169831941,80.17472543167167,720,night,2.764844276177149,59
60,85,32.52893136486296,88.62505787304359,1425,evening,33.535055242576846,60
61,98,35.77498470684567,15.915766944458076,1272,night,38.76618379303928,61
62,42,31.37574976716724,71.26818415417085,1319,afternoon,45.782828135465806,62
63,40,41.71399295813372,47.91082459018615,627,afternoon,32.697888209935066,63
64,74,21.175467252044733,41.77167127453072,698,afternoon,3.924515270143429,64
65,74,60.44254651625233,11.3343159116857,703,afternoon,1.359100687048415,65
66,50,39.45509961899074,6.413575154778295,901,night,37.58035816957242,66
67,40,66.2376832522229,97.7810977307106,810,morning,48.01919570449492,67
68,104,51.17163162675894,64.23685226226779,513,afternoon,0.9955704873857076,68
69,57,84.24418512208341,45.24258828932568,1185,night,4.873180031003102,69
70,39,44.837313809022405,76.17635053011077,1036,afternoon,46.860389789589945,70
71,119,42.84475757371706,9.11327325212965,1290,morning,103.09997295557106,71
72,41,61.77121861016776,60.744639193266615,540,night,22.052630569904416,72
73,73,8.47195071552217,66.06115907661756,1097,afternoon,4.992683054768425,73
74,38,40.40571434161824,45.20549039010393,531,evening,11.62566237797656,74
75,45,48.261999066938856,25.259861835983944,912,morning,45.618531094700295,75
76,116,64.48844495816024,95.45848893545268,772,evening,23.506968801233803,76
77,115,68.60762630893424,30.113490001700303,554,evening,1.7859781062449125,77
78,128,72.3821183307827,12.479693236309007,797,afternoon,11.063262502644951,78
79,37,44.09883121076192,63.047357764156274,1085,evening,41.9256452743648,79
80,119,35.26536594355726,57.43229720257723,642,night,11.826018012432533,80
81,96,51.177271817217765,75.47725383068065,1223,morning,16.986334288941844,81
82,33,44.6775907220335,75.37831322940401,586,night,70.63191565064092,82
83,104,16.501878196194212,62.02359428794699,682,evening,125.28548460230212,83
84,103,53.27994991533651,20.75352948524097,881,night,42.46582521125854,84
85,57,31.70167686372741,88.71455421972362,900,morning,8.238071007905015,85
86,111,45.444515287595344,24.82830050432272,1368,evening,8.357551770268948,86
87,107,44.22857034792197,9.3984288443691,1350,morning,10.883633868608888,87
88,37,92.83095353762408,30.149912399489853,716,afternoon,5.2504376490400455,88
89,74,67.98933260991096,48.32321991509686,878,afternoon,5.910846209756834,89
90,40,62.81921380832161,20.71826471845155,1089,night,8.87100872278802,90
91,117,69.43939665133459,33.367166865292354,707,night,32.35425734978489,91
92,118,43.07962418249959,51.36931921327387,1383,evening,28.43880330613626,92
93,78,25.1218298047579,32.29394285497717,1185,evening,12.506479500519088,93
94,97,6.781908176327917,8.931735148082065,543,afternoon,6.569598326238138,94
95,131,60.81823715322904,19.72135168390525,916,afternoon,29.34673149060727,95
96,78,61.079521606531365,79.42068787736928,861,morning,4.207998954477149,96
97,94,34.8014151650068,95.43316189339762,1088,afternoon,4.743378007024968,97
98,112,37.25746545074322,14.843688917021549,545,afternoon,14.504426466176154,98
99,76,33.97814346727248,68.1019052452521,1142,morning,25.13618229188548,99
100,53,34.017789143968784,90.55797753564362,779,afternoon,39.090464367684106,100
101,65,39.91224421419911,29.91428593166224,812,night,34.8446745243533,101
102,37,56.72187607171073,82.94617347548876,671,morning,14.266257460393572,102
103,114,71.2413748220461,90.49357713786898,1278,afternoon,31.89610994532292,103
104,86,49.52555889299595,29.949789040732888,547,morning,7.122859505231361,104
105,113,75.32709514208918,5.674081008278975,856,afternoon,20.421442363302283,105
106,123,97.42821425847345,91.67930884572594,1028,afternoon,28.6570244652023,106
107,30,57.9886608388176,33.04826744509612,1127,evening,40.92493458310077,107
108,125,48.76878443141715,1.373805698436159,1475,morning,2.488054514435969,108
109,76,3.474742636477416,47.49197751983471,1201,night,3.198882008143422,109
110,137,62.0811601221579,11.587658081160413,1161,afternoon,2.301653142082385,110
111,76,51.24969383503699,90.17018747161654,1210,night,23.720751428410143,111
112,37,51.75121888731823,15.4995428396812,849,evening,25.32291775105968,112
113,31,45.545404510548366,30.441880484258743,865,night,0.3322952221206124,113
114,119,41.30428142367644,79.04501709018685,535,evening,32.074594940596704,114
115,13,30.019613702277084,80.63469702926727,1297,morning,43.23195979437794,115
116,86,66.15088657367887,90.1279988668348,545,evening,3.719654125150565,116
117,120,0.0,49.73961569356587,917,afternoon,12.34421402494013,117
118,72,58.86798357015846,98.6720629047172,1359,evening,56.908025788761954,118
119,74,19.68520534504407,51.61890057877115,684,morning,34.86574515124152,119
120,72,75.58138381562733,79.0707791608025,913,morning,10.899928620229527,120
121,87,43.34610379329588,36.19024158852088,804,afternoon,40.67212456784277,121
122,82,61.18922636182459,94.12913163002156,570,afternoon,65.48213519133971,122
123,134,53.82736890078685,68.50162266523367,1453,night,11.10236223417462,123
124,61,73.89365886729202,7.709825166440265,1457,afternoon,34.58733732772153,124
125,115,86.89957379092033,10.851982880567467,1324,evening,2.94226141154482,125
126,89,73.18787029207395,89.08105511485485,856,afternoon,1.8142563766216653,126
127,33,62.37259726134416,80.95585124749371,1300,night,26.47533138263872,127
128,102,44.32446469960546,33.00942398207937,1312,afternoon,20.343266891271387,128
129,84,59.70748029656523,52.15959636826655,583,night,49.83587880347036,129
130,31,70.57171467048883,85.27484378143086,529,afternoon,45.46248329963735,130
131,42,42.27958060450268,10.343110414574518,1477,morning,10.135411239845585,131
132,121,51.36557480115448,13.813942156566329,1223,afternoon,21.5393320954831,132
133,101,34.751020499242564,71.55269386946938,705,evening,42.29015149007176,133
134,57,67.3388135716878,8.220548244247661,522,morning,9.480501455914586,134
135,63,60.02634240280082,35.2566496353807,1171,afternoon,13.480692073374044,135
136,119,24.59090233789408,25.18083221524866,596,afternoon,1.8519054229783487,136
137,37,56.7581269699745,76.02858946028051,1482,morning,4.194714854935813,137
138,67,46.09071267366887,0.2447873596323702,1174,morning,28.26521120677656,138
139,66,52.54352457191425,11.53847169618939,1191,morning,20.6001187026556,139
140,69,35.99626618410754,9.900754100078524,1305,evening,5.538990473930286,140
141,111,76.35098966360894,31.807705190126622,837,afternoon,0.2192351995296251,141
142,52,36.898825767700494,23.24794989887009,1288,night,5.554960931121534,142
143,79,92.51073356023764,22.82827851326872,1449,afternoon,41.54565647427768,143
144,49,52.99508929463977,37.03932613180048,1086,afternoon,2.950961429122104,144
145,60,44.1289191577884,21.40489774866712,879,morning,15.447487791050673,145
146,77,58.97894733236419,10.621418868654342,1334,night,8.185341927904176,146
147,108,56.18232648617988,58.32512643365158,1352,afternoon,23.915035011329547,147
148,27,89.59260648829802,95.1737697020116,1279,afternoon,21.49568840833472,148
149,69,59.29281225636922,60.71649270381896,614,morning,122.1543792060719,149
150,36,12.91263300965116,75.70206706298457,1439,afternoon,44.468312841094495,150
151,66,37.31273141127703,97.21768391921034,1323,evening,83.57851914861929,151
152,61,66.2064456840699,15.316264515857414,992,afternoon,25.87953251654688,152
153,105,46.52453906158677,45.98099720888725,905,evening,40.1572991300996,153
154,58,39.95827699031841,58.184735753423546,971,morning,67.63573418499408,154
155,53,36.59126644609916,32.21128266256043,1411,afternoon,1.2581472880855626,155
156,40,31.6001797764234,61.31294785366633,785,evening,74.1124289749422,156
157,67,55.09198947181603,62.38204901609797,1211,afternoon,7.138972164478894,157
158,63,36.697864617397975,84.22292362669467,666,morning,36.62503553682354,158
159,101,76.89590691503702,83.25153826596379,1049,morning,44.52924396441291,159
160,105,33.42198361657027,14.252193884991993,562,afternoon,3.473303993631432,160
161,42,23.952485027097488,16.88918902206067,524,morning,91.79206961963054,161
162,57,49.61954973403988,22.23719877925204,530,evening,78.33825544085236,162
163,87,9.28747146650391,26.12302310286605,1228,morning,31.887462380475707,163
164,69,1.8777864490053344,56.44934072437224,1231,morning,5.064247378378369,164
165,41,62.49266688328732,32.74903408562315,1134,evening,25.04481751935841,165
166,80,51.09365827138973,95.29626866495022,1071,afternoon,12.654459338092796,166
167,123,8.273517328332495,11.830142125621324,573,morning,80.1071751192631,167
168,108,51.8165597173652,24.648497650229984,1064,afternoon,15.659415441889248,168
169,46,44.16525344756994,86.83175421188669,736,evening,35.500542147820745,169
170,120,19.53467946108324,58.43311350585031,1133,afternoon,30.40182153341066,170
171,61,64.62446063990863,54.74284462554044,1430,morning,9.48307500924164,171
172,106,80.36998353225444,59.4345251733784,1371,morning,23.00360765068253,172
173,80,88.4995325748776,25.226455955660253,1116,morning,15.82797359857715,173
174,43,56.53744698062398,76.14472231622088,824,evening,14.082247367577242,174
175,106,50.448531823991125,49.65321136485517,594,morning,59.854215542800695,175
176,73,85.48391553699132,4.259594125619515,530,afternoon,4.516258395542795,176
177,36,55.046687800387566,17.715826228875486,1523,night,15.84902020201556,177
178,76,43.18687013431095,81.6624155381544,757,night,0.2032606270904525,178
179,101,36.88131902847002,34.50447656384977,1279,morning,9.109885579640803,179
180,97,61.07481841037357,77.34441270163774,920,evening,29.165742717098976,180
181,117,17.267240474118317,66.33767353864484,534,afternoon,2.7477480816008515,181
182,59,73.19176823813044,30.145978072643288,1075,afternoon,9.489903833617497,182
183,70,22.18515784400793,12.703554400057271,643,evening,63.665165933760605,183
184,49,33.04443372644543,80.69452865592834,1317,afternoon,35.31363163216964,184
185,94,56.18369782791888,64.30873608296737,500,morning,2.186436834871849,185
186,36,84.91215876624636,30.07975085525736,1388,afternoon,146.30862577143515,186
187,99,44.62785638945418,52.32749682242278,819,night,87.08999504843524,187
188,41,28.983564932994703,61.19030715180202,983,evening,4.583693335658962,188
189,83,71.34899209018025,0.2118521679361662,835,afternoon,76.4808365294309,189
190,49,41.18134551363504,67.05132747839377,614,afternoon,23.95148136903981,190
191,104,16.416101150074887,65.60780670822804,1196,evening,79.51369636979364,191
192,36,62.12241833815334,8.257842160374551,1373,afternoon,103.30821531964324,192
193,57,45.5555318390622,78.77533337173111,1028,evening,35.4823484403299,193
194,50,45.12010000815976,82.508884999362,880,morning,10.329593429444277,194
195,103,64.74123022449102,29.016247073068925,929,evening,77.57131652499336,195
196,80,66.55356815114324,16.221265716032264,727,afternoon,25.562770806348844,196
197,104,34.969567220338725,68.64814990862632,1091,afternoon,12.535612925860743,197
198,111,52.4468158680512,12.335015844952355,1214,morning,18.487692402210588,198
199,86,18.83411356014442,85.80424169585282,954,afternoon,15.636483527784002,199
200,117,44.85758695539472,48.012948504447465,759,night,82.1351918212179,200
201,69,32.44907641168575,90.98089819869652,1053,night,51.41614154486019,201
202,104,45.793995208868765,64.21693720072176,725,afternoon,0.95632726711007,202
203,120,41.80698616968537,28.509226595629134,692,afternoon,0.2971364985553912,203
204,113,46.362746852504834,46.80377156672798,754,afternoon,2.156955264420542,204
205,121,16.571589866530772,52.93471476424594,1472,evening,28.278030975324217,205
206,135,23.64083142353028,81.51586649032895,818,afternoon,50.53773975264156,206
207,44,45.66415393698616,86.18551641700576,810,evening,21.70500594975656,207
208,123,79.88840814830428,68.3011776214146,505,afternoon,22.95355548497859,208
209,116,64.64047999338443,29.41981051726908,784,afternoon,8.249787269393485,209
210,84,58.67989703382919,52.85685079627853,878,afternoon,18.44629250735744,210
211,101,38.09099212658717,13.0621852380293,871,morning,8.905561903145674,211
212,103,31.1090745823082,23.01094754545768,1487,evening,9.606690002791852,212
213,117,62.49347295591692,30.305863421664,1049,morning,14.885988261340495,213
214,118,26.70049051453126,7.275993158256067,1299,afternoon,1.4613731364614966,214
215,117,82.63859133200734,88.49886056707629,1402,morning,93.00503690518528,215
216,98,49.13179253976208,12.26441772252034,633,morning,73.69399393748365,216
217,62,90.29187659535395,69.68387260854527,753,night,47.72808985250029,217
218,75,84.06718722608943,50.56618688178474,1335,morning,25.21540465067996,218
219,116,58.426060290382615,83.17678285758066,531,evening,50.30348918263078,219
220,117,57.63367482550764,74.10357482166818,1072,afternoon,109.64905148112896,220
221,91,37.09985727070813,75.97380053396857,1370,afternoon,10.00482454191468,221
222,104,76.44051337142471,41.83462776578493,623,night,13.589682694294346,222
223,44,42.37232985553928,83.39761358960871,928,night,39.174171409806334,223
224,132,16.231988353291214,9.47418755868058,910,evening,30.88927773744024,224
225,48,73.07845265886397,44.44190158606418,947,evening,52.25803937420609,225
226,98,60.91515705565204,99.46140608000046,1373,afternoon,12.7844488086092,226
227,119,39.70125237375011,94.81145450425356,929,afternoon,11.15594625497814,227
228,120,55.29899187818531,8.22125849821208,1441,morning,26.414470853248755,228
229,42,50.65432066903852,57.29855891668376,1056,evening,4.729728291632792,229
230,63,79.56441822306977,31.565061175407628,1453,night,1.2113775250866885,230
231,93,29.860814470749727,72.84725350098749,1195,afternoon,8.396803956529547,231
232,80,79.80007420609887,73.57874336485662,938,afternoon,5.170821450620902,232
233,107,76.6028901076517,0.0093268021242876,540,morning,0.2009279588074678,233
234,41,37.19027372927798,84.58191807713563,693,night,45.15352361704678,234
235,82,58.41152154226147,22.35827077366127,904,afternoon,23.506044970498884,235
236,24,60.95561751954246,96.59066142192646,635,evening,33.16485329390145,236
237,79,109.57292373891504,90.5431307896105,1487,evening,5.339748807878058,237
238,77,34.385345814617864,19.0659049046794,1196,evening,8.899341930787823,238
239,60,11.490162075755975,63.63354239632278,622,morning,1.8598485841063368,239
240,100,9.797445364375632,29.635130601008587,726,morning,179.4310599899796,240
241,120,54.22327069525063,10.298413535770743,1115,evening,3.2638934366833507,241
242,26,70.4950522332021,87.40023281042775,1219,night,2.841356039528818,242
243,84,32.208525057113135,18.082647221348857,914,afternoon,28.570633465830124,243
244,122,46.174979766657245,42.09675604129782,1203,afternoon,12.098750421379291,244
245,52,41.14320930039398,92.41891260190152,1226,afternoon,65.5652082618606,245
246,86,27.139145740175067,7.535434139725428,1275,evening,53.42788208875482,246
247,50,62.066078103181454,55.05844957273184,584,evening,60.78331092370037,247
248,118,15.065952121243477,57.21443723206534,596,evening,39.85551844031335,248
249,51,62.76197208346948,76.30667106774776,990,morning,4.239640229154162,249
250,35,41.39537509198975,82.71308697588567,1206,morning,1.9717519316864256,250
251,34,69.69179078759755,42.414379476053966,1484,evening,2.004379109940967,251
252,122,53.45068412684666,74.36830406979402,1353,evening,48.55127208995887,252
253,118,18.995488365512443,91.04393171477592,1047,night,32.1110303510204,253
254,74,56.25367612043457,88.62661990558598,849,afternoon,118.87481212798772,254
255,123,42.34089430289825,50.18190686158982,1254,morning,30.943326680541222,255
256,54,71.86069996365,60.70295495132686,566,afternoon,8.601013464864288,256
257,118,64.54866556238059,67.28088619146614,1304,evening,2.813312247238668,257
258,128,72.87588973344715,81.91087999164085,841,evening,13.652249486219032,258
259,123,43.09484305109111,50.77330898382672,501,night,6.682919483143547,259
260,101,31.67850080492649,11.190001929607009,1321,night,29.69774367391137,260
261,89,49.70834533423156,38.53017371169367,1406,morning,3.0265436791927,261
262,52,64.66156498642512,72.02020794212429,1201,morning,44.41954533507396,262
263,63,30.828669077308845,62.379894518388845,744,afternoon,35.77621962863664,263
264,59,56.17505970005064,75.34918014842418,721,afternoon,39.99488262563883,264
265,124,57.52014365623096,49.99537383223321,1483,morning,100.98385772949206,265
266,93,77.50718596242947,17.44047725452007,925,evening,31.542706194239184,266
267,121,29.15433108763051,11.520753860718235,1023,morning,46.61334388315225,267
268,76,59.84921081083795,48.1261939013507,1015,afternoon,2.674923013557976,268
269,30,40.16162052731153,20.5724836215384,964,morning,85.9888542379156,269
270,42,34.8964220082295,98.22668880537591,1208,afternoon,7.399002244914799,270
271,67,88.84842375214981,19.87529719393397,705,afternoon,20.380335161084847,271
272,125,58.906441872120375,56.678429468965966,1391,afternoon,94.4625734643158,272
273,101,80.7386773360625,0.1767934190789355,935,night,5.930252095699219,273
274,67,35.05899598198984,25.36450821989617,1332,evening,1.0845808647308648,274
275,54,83.5317701505714,25.913848721911272,1097,afternoon,10.574691092881382,275
276,41,41.84777874712253,73.79874356160046,1134,evening,5.101435590210457,276
277,126,65.9003969780911,49.56261385444596,495,evening,33.08135665563341,277
278,108,31.096792892942617,1.2091851010781696,596,morning,9.787474090929935,278
279,70,28.54183753441103,37.917093885588095,1223,night,1.947015716863108,279
280,28,49.46837166507431,64.47810970720964,1370,night,67.05439021816042,280
281,24,80.97945418987186,63.67069548707419,1001,evening,1.5222198820408903,281
282,36,75.27626226062101,5.388871421255548,1256,evening,9.493609603356123,282
283,106,52.82636245416146,92.89129323735196,826,morning,8.244729462104644,283
284,47,43.53771126061713,24.699106874736444,709,morning,0.7136234145509803,284
285,34,56.36874706826,89.15261141048323,1026,afternoon,5.418068536022068,285
286,45,28.958194598720816,21.3414445927673,505,night,50.5974975977562,286
287,121,52.80014082558574,56.78502842670208,783,night,1.1475118149438943,287
288,46,50.94645477996541,40.60803082459395,722,evening,0.7050384732256675,288
289,73,51.0349840698383,58.13492831464105,695,afternoon,30.15539737386501,289
290,97,59.28907772209613,49.78628141665532,1327,evening,2.793795893140828,290
291,73,65.84083008575504,0.2047310853682038,1269,evening,13.936347672371982,291
292,104,2.197773281804494,35.13323747985915,1256,afternoon,0.064315512828929,292
293,29,33.382043394034454,1.121715632969944,1139,night,13.500378414079496,293
294,102,36.88906105452656,68.33665346581084,804,evening,11.483606698847352,294
295,103,46.83322995828236,85.34958051885306,856,evening,28.45670657792691,295
296,116,48.59498208477861,38.471446170986056,658,morning,20.74020842376945,296
297,41,62.68334084546583,52.48020375681086,856,night,34.04507694842577,297
298,64,56.44019259618312,6.583734717925893,1491,evening,82.3986066491599,298
299,63,73.96490670832513,38.51974088135323,1347,afternoon,47.56773841645031,299
300,83,43.99701995090273,13.88604064312914,744,evening,81.33949200109221,300
301,115,36.41676553514154,6.470183894833504,596,morning,1.6725412085134204,301
302,117,47.201840549842174,17.203314750087895,1260,night,139.18972674902537,302
303,42,50.59573361563606,87.08439435650762,1146,night,11.660869325578734,303
304,46,51.98848523104349,98.22044033289492,857,morning,9.718681651437446,304
305,106,44.88092784207343,87.92141327696012,934,morning,15.501366899235665,305
306,81,71.71633749513231,96.96704716857256,1098,afternoon,45.877473588623324,306
307,73,69.70621072107781,73.08068014854624,1108,morning,92.5597016414495,307
308,42,71.7513981405303,15.970549981864668,1397,evening,24.23894662477263,308
309,96,30.26647458784236,56.31704530779338,1008,night,5.030817274645296,309
310,106,64.49298460158816,73.15960696337237,1433,night,7.226027229580866,310
311,30,82.11545458785342,51.34627941487978,493,evening,15.594555163531131,311
312,113,72.38825826966803,55.46672341022332,740,evening,13.659702996899863,312
313,120,39.72695894860785,58.61900950145124,862,evening,8.164893518808158,313
314,107,43.363838469570645,46.68464393794503,730,afternoon,56.95927804345105,314
315,60,18.603868926409973,29.058846643238745,1465,afternoon,9.85980776989991,315
316,104,75.71791745654522,63.70251388046281,1171,evening,26.950073054788604,316
317,42,30.46663068267914,5.350839589417323,776,night,19.57759536190301,317
318,71,40.41664639059762,17.092724669823202,1353,night,77.09833500559995,318
319,104,61.17785324763339,92.52615379869654,1075,evening,29.74016049151065,319
320,66,52.8903187692538,48.88162524888104,794,night,12.10821080538061,320
321,127,57.29022271074668,82.16838113619207,1182,morning,30.540718083406617,321
322,95,38.47398346588144,72.65406916868662,701,afternoon,11.52167180399904,322
323,123,24.82514485751496,32.0709053984187,968,evening,2.8580022457612406,323
324,91,54.32287489107469,80.36490630604574,1140,morning,19.91964433897267,324
325,49,32.391542624154205,9.132244005330849,661,afternoon,59.02588320080197,325
326,106,60.40892051880554,87.4978254346539,542,evening,71.96658646851004,326
327,102,32.16707106047565,68.05600013304229,1383,morning,23.540908004651985,327
328,73,47.01062753660233,92.70723169184652,1189,afternoon,36.07160954622016,328
329,41,84.31950864631048,89.55104002489051,881,night,28.301483413532107,329
330,107,54.36678509676682,38.02620355687323,775,afternoon,49.95245612933687,330
331,53,34.0023104703733,85.68325218693683,1117,afternoon,3.2684974599616403,331
332,78,59.98193234578658,56.30160720193349,736,evening,15.39344950033379,332
333,48,47.16302523841017,15.71143163666594,1251,afternoon,8.753945175531687,333
334,120,34.22750822641834,82.95508633912837,870,evening,0.1979283622773615,334
335,65,50.48695435447262,90.7919758640269,731,night,53.144573328614335,335
336,47,74.80360371508976,8.45472076590994,1302,evening,4.322543546930255,336
337,34,62.07969507797742,93.0552844110375,1288,afternoon,11.7191608860959,337
338,87,46.36026744235337,60.12649096187896,709,evening,60.494388479036886,338
339,115,25.743717184373303,2.589741540221302,1465,night,38.33046798901064,339
340,51,64.68667767501682,54.17946312703841,855,evening,25.15998539215082,340
341,43,59.55956196253764,79.67490342833763,763,morning,11.143544718058951,341
342,122,17.47130236198565,53.31814471352201,463,afternoon,21.72812662369689,342
343,112,20.370273806078497,70.7246253957861,1217,morning,1.736432922760924,343
344,115,81.45436536198733,87.95827318772463,1235,morning,38.98120888418372,344
345,53,56.40120016685246,86.97615101553738,738,afternoon,8.127331274238138,345
346,109,22.15314839470483,17.886991793553964,623,evening,19.571689750972126,346
347,81,72.73722437967416,42.713002509558,1366,night,2.9770372516291324,347
348,41,74.33067345124684,11.11650658800981,922,morning,37.21785558874443,348
349,85,35.80403601245442,59.50978170830447,933,night,67.8523163240198,349
350,63,31.547192643715547,95.47267511456624,601,evening,18.26067075239949,350
351,46,51.59027434741528,18.184697296979035,907,evening,2.6068116803036583,351
352,43,53.20206382309976,40.363036378536734,668,morning,87.05352463013047,352
353,56,46.836096943792136,95.4026799990689,944,night,17.774594406700842,353
354,29,28.54897566140416,75.01182264146688,895,evening,2.512519504867427,354
355,60,42.96590106902392,7.116947907055982,751,afternoon,6.263432372063552,355
356,94,41.51350168233117,42.84155665731425,962,morning,3.829706644926937,356
357,73,20.24192811342838,98.78857215176552,1022,evening,6.601649886280762,357
358,45,69.83114605764109,45.32425984817723,1513,morning,5.080487028907383,358
359,118,28.77223016036152,62.94014099369555,1279,morning,76.8708524431553,359
360,63,76.11987694966751,70.09767010625232,817,afternoon,7.036537880822733,360
361,46,53.06742650776276,66.39313898486672,789,evening,17.50009728018697,361
362,39,37.1600502555042,51.87184590409119,672,afternoon,39.26654749150343,362
363,127,57.75179726725691,13.27956874909948,802,morning,33.90059305639516,363
364,120,47.340685829335165,70.84148600805138,618,evening,94.02652134229832,364
365,102,76.4840982895273,93.33278727113756,550,night,101.46793884027178,365
366,79,92.4201844053978,94.16966472721224,959,morning,25.36759431626277,366
367,122,57.8500781904095,59.33894061705664,754,evening,41.86658529201015,367
368,50,46.42458123370014,49.21974891444437,1144,afternoon,14.635022562438726,368
369,82,82.05667215322566,33.39611003250344,725,morning,16.82412449267477,369
370,84,45.90489953353237,10.35689886997636,1309,evening,3.306884897337997,370
371,123,39.46397669114428,88.31178242830914,1109,afternoon,33.5723673820264,371
372,73,74.61120256584618,13.705342058341309,811,night,9.466347679807797,372
373,111,66.79144621143352,28.794572945144104,1516,afternoon,2.49692619215184,373
374,91,39.71816436202712,74.03984707524745,1115,morning,3.10190319068196,374
375,122,56.29853852703427,70.4763683662552,1162,afternoon,38.4447302574972,375
376,46,43.12228500505126,68.10127540320266,1022,evening,7.799173328304749,376
377,102,62.08459307756429,74.17069954549105,1132,morning,44.08836214913701,377
378,124,60.08698231439283,54.1977413948906,1024,morning,70.90829424545264,378
379,115,24.43485908571891,15.495097614698585,745,evening,12.504069295879004,379
380,117,50.82778378474247,99.83580130291348,1490,afternoon,47.37833122775741,380
381,68,20.32694212160326,89.21395871620079,923,evening,16.79781448547057,381
382,91,21.54629910078188,43.11522470616968,952,evening,44.38081750389314,382
383,58,40.12803191573624,53.032610975463626,1079,morning,10.989772549166371,383
384,81,38.06254912450791,39.355095015367006,699,morning,80.42196251424672,384
385,118,15.805438081821308,63.79781756531884,585,evening,130.76472557239862,385
