Overall Qual,Garage Area,1st Flr SF,Year Built,Full Bath,Year Remod/Add,Garage Yr Blt,Mas Vnr Area,TotRms AbvGrd,Fireplaces,BsmtFin SF 1,Lot Frontage,Wood Deck SF,Open Porch SF,Bsmt Full Bath,2nd Flr SF,Lot Area,Bsmt Unf SF,Bedroom AbvGr,Screen Porch,Overall Cond,MS SubClass,Mo Sold,Yr Sold,SalePrice
0.5,0.1015625,0.5029469548133595,0.3695652173913043,-1.0,-0.07692307692307693,0.28205128205128205,0.0,-0.5,0.0,0.3620279006464784,0.9444444444444444,1.1428571428571428,-0.38571428571428573,1.0,0.0,0.17678212698605952,0.34106529209621994,-1.0,0.0,0.0,-0.6,-1.0,1.0,171500
1.0,0.1875,0.8192534381139489,0.2608695652173913,-1.0,-0.20512820512820512,0.15384615384615385,0.0,-1.0,-1.0,-0.004083021435862538,0.0,0.0,0.38571428571428573,1.0,0.0,-0.6404090826079016,-0.7981099656357389,-2.0,140.0,0.0,1.4,0.0,1.0,212000
1.0,1.41015625,1.1886051080550097,0.6521739130434783,1.0,0.2564102564102564,0.6153846153846154,3.6993865030674846,3.0,0.0,1.4222524668254508,-1.1666666666666667,2.994047619047619,0.12857142857142856,1.0,2.260312944523471,10.727217386010835,-0.3960481099656357,1.0,210.0,0.0,0.2,0.0,1.0,538000
1.0,0.046875,-0.009823182711198428,0.32608695652173914,0.0,0.3076923076923077,0.23076923076923078,0.0,1.0,-1.0,0.07621640013610072,4.666666666666667,1.9345238095238095,-0.21428571428571427,0.0,0.9559032716927454,0.653558166433311,-0.5713058419243986,1.0,0.0,2.0,0.0,0.0,1.0,164000
1.5,1.3828125,1.5147347740667976,0.8043478260869565,-1.0,0.4358974358974359,0.7948717948717948,2.147239263803681,1.0,0.0,1.4617216740387886,1.1111111111111112,0.6726190476190477,-0.38571428571428573,1.0,0.0,0.47336701771473794,-0.09192439862542956,-2.0,0.0,-3.0,-0.6,0.0,1.0,394432
-1.0,-0.3125,-0.43418467583497056,-0.4782608695652174,-1.0,-1.0769230769230769,-0.717948717948718,0.0,-1.0,-1.0,-0.3416127934671657,4.0,0.0,-0.38571428571428573,0.0,0.0,2.359043038899373,0.4802405498281787,-1.0,0.0,0.0,-0.6,0.0,1.0,141000
0.0,0.078125,1.9410609037328095,0.10869565217391304,0.0,-0.1282051282051282,-0.02564102564102564,0.7300613496932515,0.5,1.0,0.5702619938754678,0.9444444444444444,2.0773809523809526,-0.38571428571428573,1.0,0.0,0.9070432824009254,0.21391752577319587,0.0,0.0,1.0,-0.6,-1.0,1.0,210000
0.0,0.2578125,1.4911591355599214,0.08695652173913043,0.0,-0.41025641025641024,-0.05128205128205128,2.9447852760736195,0.5,0.0,0.4545763865260293,2.0555555555555554,0.0,1.3571428571428572,0.0,0.0,0.5602970718938334,1.1589347079037802,0.0,0.0,1.0,-0.6,-1.25,1.0,190000
0.5,0.1875,0.17288801571709234,0.021739130434782608,0.0,-0.48717948717948717,-0.1282051282051282,0.49693251533742333,0.0,1.0,0.6995576726777816,0.9444444444444444,0.0,1.3285714285714285,1.0,0.0,0.28611432397881537,-0.7981099656357389,0.0,0.0,1.0,0.7,-1.25,1.0,170000
0.5,0.71484375,-0.5324165029469549,0.5869565217391305,0.0,0.1794871794871795,0.5384615384615384,0.0,0.5,-1.0,0.22048315753657707,0.0,0.0,0.9857142857142858,1.0,1.2233285917496444,-0.47482802702867233,-0.31529209621993126,0.0,0.0,0.0,0.2,-1.25,1.0,216000
0.0,0.0,-0.15913555992141454,-0.06521739130434782,-1.0,-0.5897435897435898,-0.23076923076923078,1.1042944785276074,-0.5,0.0,0.28172847907451515,0.0,0.0,-0.38571428571428573,1.0,0.0,0.4361112802094113,-0.0661512027491409,-1.0,0.0,2.0,-0.6,-0.75,1.0,149000
-0.5,0.078125,-0.0137524557956778,-0.043478260869565216,-1.0,0.38461538461538464,-0.20512820512820512,0.0,0.0,0.0,0.49404559373936713,0.0,0.0,-0.38571428571428573,1.0,0.0,0.7516892920192366,-0.20704467353951891,0.0,0.0,1.0,-0.6,-0.5,1.0,149900
-0.5,-0.6875,-0.05697445972495088,-0.10869565217391304,-1.0,-0.6410256410256411,-0.28205128205128205,0.0,0.0,0.0,0.5498468866961551,-0.16666666666666666,0.0,0.8285714285714286,1.0,0.0,-0.24350155232239606,-0.31529209621993126,0.0,0.0,1.0,-0.6,0.25,1.0,142000
-1.0,0.17578125,-0.3988212180746562,-0.06521739130434782,-1.0,-0.5897435897435898,-0.23076923076923078,0.0,-1.0,-1.0,0.589316093909493,0.1111111111111111,1.4285714285714286,-0.38571428571428573,1.0,0.0,-0.25567662993851586,-0.7981099656357389,-1.0,0.0,0.0,-0.6,-0.5,1.0,126000
-1.0,-1.875,-0.43418467583497056,-0.043478260869565216,-1.0,-0.5641025641025641,0.0,0.0,-0.5,0.0,0.08302143586253828,0.1111111111111111,0.0,-0.38571428571428573,0.0,0.0,0.25567662993851586,-0.05584192439862543,0.0,0.0,0.0,-0.6,-0.5,1.0,115000
0.5,0.12109375,0.4950884086444008,0.5652173913043478,0.0,0.15384615384615385,0.5128205128205128,0.0,-0.5,0.0,0.9254848587955087,-2.3333333333333335,1.2083333333333333,0.5857142857142857,1.0,0.0,-0.8746575759420466,-0.18986254295532645,-1.0,0.0,0.0,1.4,0.0,1.0,184000
0.0,-0.84375,-1.1827111984282908,-0.043478260869565216,-1.0,-0.5641025641025641,-0.20512820512820512,3.0920245398773005,-0.5,-1.0,-0.2926165362368152,-2.611111111111111,1.6369047619047619,-0.38571428571428573,0.0,0.716927453769559,-1.8920070615450173,-0.23625429553264604,-1.0,0.0,0.0,2.2,-1.0,1.0,96000
-0.5,-0.625,-1.100196463654224,-0.043478260869565216,-1.0,-0.5641025641025641,0.46153846153846156,3.01840490797546,0.0,-1.0,-0.09663150731541341,-2.611111111111111,0.0,-0.38571428571428573,0.0,0.8065433854907539,-1.8920070615450173,-0.4115120274914089,0.0,0.0,0.0,2.2,-0.75,1.0,105500
0.0,-0.84375,-1.100196463654224,-0.043478260869565216,-1.0,-0.5641025641025641,-0.20512820512820512,2.3374233128834354,0.0,-1.0,-0.5049336509016672,-2.611111111111111,0.0,-0.38571428571428573,0.0,0.8065433854907539,-1.8920070615450173,0.10395189003436427,0.0,0.0,0.0,2.2,-0.75,1.0,88000
0.0,-0.15625,-0.03143418467583497,0.08695652173913043,0.0,-0.41025641025641024,-0.05128205128205128,0.0,-1.0,0.0,-0.01497107859816264,-0.8333333333333334,0.0,0.4,0.0,0.0,-1.3166128934071955,0.42010309278350516,-1.0,165.0,0.0,1.4,0.25,1.0,127500
0.0,-0.15625,-0.4518664047151277,0.043478260869565216,0.0,-0.46153846153846156,-0.10256410256410256,0.0,0.0,0.0,0.19462402177611432,-2.4444444444444446,1.0297619047619047,-0.38571428571428573,0.0,0.8549075391180654,-1.7459061301515797,-0.21219931271477663,0.0,0.0,1.0,2.2,0.0,1.0,149900
0.5,-0.671875,-0.48919449901768175,0.043478260869565216,-1.0,-0.46153846153846156,-0.10256410256410256,0.0,-1.0,-1.0,-0.5049336509016672,-2.4444444444444446,0.0,0.04285714285714286,0.0,0.0,-1.7459061301515797,0.6383161512027491,-1.0,0.0,1.0,1.4,0.0,1.0,120000
0.0,-0.15625,-0.4518664047151277,0.10869565217391304,0.0,-0.38461538461538464,-0.02564102564102564,0.0,0.5,0.0,-0.08166042871725077,-2.4444444444444446,0.15476190476190477,-0.38571428571428573,0.0,0.8549075391180654,-1.7459061301515797,0.13659793814432988,0.0,0.0,0.0,2.2,0.25,1.0,146000
1.5,1.05859375,1.0648330058939097,0.782608695652174,0.0,0.4358974358974359,0.7692307692307693,0.9938650306748467,2.0,0.0,-0.5049336509016672,1.8888888888888888,0.8571428571428571,1.5142857142857142,0.0,1.0056899004267426,0.8298532903147258,1.9338487972508591,0.0,0.0,0.0,0.2,-1.25,1.0,376162
1.0,1.140625,1.2161100196463654,0.7391304347826086,0.0,0.38461538461538464,0.7435897435897436,1.2269938650306749,0.5,0.0,1.1527730520585233,1.6666666666666667,0.0,0.32857142857142857,1.0,0.0,0.4938211481098192,0.036941580756013746,0.0,0.0,0.0,-0.6,-0.25,1.0,306000
1.5,0.4921875,1.6797642436149312,0.782608695652174,0.0,0.4358974358974359,0.7948717948717948,2.7607361963190185,1.0,0.0,1.7352841102415788,0.8333333333333334,1.0,0.9714285714285714,1.0,0.0,0.1726426005965788,-0.31013745704467355,0.0,0.0,0.0,-0.6,-0.5,1.0,395192
1.0,1.515625,0.9017681728880157,0.782608695652174,0.0,0.4358974358974359,0.7692307692307693,1.5705521472392638,0.5,-1.0,-0.5049336509016672,1.4444444444444444,0.0,0.11428571428571428,0.0,0.0,0.8359408291227857,1.854810996563574,0.0,0.0,0.0,-0.6,0.0,1.0,290941
0.5,0.203125,0.8958742632612967,0.6956521739130435,0.0,0.3076923076923077,0.6666666666666666,1.3865030674846626,0.5,0.0,1.1296359305886357,1.5,0.0,0.6142857142857143,0.0,0.0,0.665246240944786,-0.21391752577319587,0.0,0.0,0.0,-0.6,-0.25,1.0,220000
1.5,0.9765625,1.2043222003929273,0.6956521739130435,0.0,0.3076923076923077,0.6666666666666666,3.773006134969325,0.5,0.0,-0.35522286492004085,1.2222222222222223,1.1428571428571428,0.6714285714285714,0.0,0.0,0.5040482133073598,1.9304123711340206,0.0,0.0,0.0,-0.6,0.0,1.0,275000
1.0,0.7734375,1.4479371316306484,0.6956521739130435,0.0,0.3333333333333333,0.6666666666666666,1.4723926380368098,1.0,0.0,-0.4668254508336169,0.6111111111111112,0.0,1.3142857142857143,0.0,0.0,1.1376392524502343,2.2843642611683848,0.0,0.0,0.0,-0.6,-1.0,1.0,259000
0.5,0.203125,0.8840864440078585,0.6739130434782609,0.0,0.28205128205128205,0.6410256410256411,1.030674846625767,0.5,-1.0,-0.5022116366110922,0.1111111111111111,0.0,-0.38571428571428573,0.0,0.0,0.17556461922444755,1.8049828178694158,0.0,0.0,0.0,-0.6,-0.75,1.0,214000
1.5,1.328125,2.512770137524558,0.782608695652174,0.0,0.4358974358974359,0.7692307692307693,4.662576687116564,2.5,1.0,2.472949982987411,1.7777777777777777,0.0,0.5714285714285714,1.0,0.0,0.8447068850063919,-0.5541237113402062,-1.0,0.0,0.0,-0.6,-0.75,1.0,611657
0.5,0.015625,0.5363457760314342,0.782608695652174,0.0,0.4358974358974359,0.7948717948717948,0.7852760736196319,0.0,0.0,0.4926845865940796,-1.3333333333333333,1.1428571428571428,0.11428571428571428,1.0,0.0,-0.7497412796006575,0.2757731958762887,-1.0,0.0,0.0,1.4,0.0,1.0,224000
1.5,1.8671875,3.165029469548134,0.6521739130434783,0.0,0.28205128205128205,0.6153846153846154,6.717791411042945,2.0,1.0,1.3637291595780878,2.3333333333333335,1.3095238095238095,1.7571428571428571,1.0,0.0,1.1809825287636209,1.7328178694158076,0.0,0.0,0.0,-0.6,0.0,1.0,500000
1.0,1.078125,1.1827111984282908,0.6304347826086957,0.0,0.23076923076923078,0.5897435897435898,1.4233128834355828,0.5,0.0,0.28172847907451515,2.0555555555555554,1.4166666666666667,1.4714285714285715,1.0,0.8008534850640113,1.0227065197540635,1.0798969072164948,0.0,0.0,0.0,0.2,0.0,1.0,320000
1.5,0.375,1.3104125736738703,0.6956521739130435,0.0,0.3076923076923077,0.6666666666666666,2.5276073619631902,0.0,0.0,0.11568560734943859,-0.3888888888888889,1.1666666666666667,0.7857142857142857,1.0,0.0,-0.43635478176173376,1.4286941580756014,-1.0,0.0,0.0,1.4,-1.0,1.0,319900
1.0,0.015625,0.5599214145383105,0.717391304347826,0.0,0.3333333333333333,0.6923076923076923,1.0920245398773005,0.0,0.0,-0.47226947941476694,-1.5,0.7142857142857143,0.3142857142857143,0.0,0.0,-0.564436598283314,1.5146048109965635,-1.0,0.0,0.0,1.4,-0.5,1.0,205000
0.5,-0.0234375,-0.630648330058939,0.6521739130434783,0.0,0.2564102564102564,0.6153846153846154,0.6503067484662577,0.0,-1.0,-0.5049336509016672,-1.7777777777777777,0.0,0.0,0.0,1.2261735419630158,-1.661167589943386,0.5146048109965635,-1.0,0.0,0.0,2.2,0.0,1.0,175500
0.0,-0.1953125,0.46954813359528486,0.6956521739130435,0.0,0.3076923076923077,0.6666666666666666,0.0,0.0,-1.0,-0.5049336509016672,1.7777777777777777,0.21428571428571427,-0.05714285714285714,0.0,0.0,2.20222803920375,1.4768041237113403,0.0,0.0,0.0,-0.6,-1.25,1.0,199500
0.5,-0.16796875,0.11787819253438114,0.717391304347826,0.0,0.3333333333333333,0.6923076923076923,0.08588957055214724,0.0,-1.0,-0.483157536577067,-1.3888888888888888,0.5952380952380952,1.2714285714285714,0.0,0.0,-1.521154197358008,1.1417525773195876,-1.0,0.0,0.0,1.4,-1.25,1.0,160000
1.0,-0.1953125,0.3614931237721022,0.6739130434782609,0.0,0.3076923076923077,0.6410256410256411,0.09815950920245399,0.0,0.0,-0.47226947941476694,-1.3888888888888888,0.8690476190476191,-0.1,0.0,0.0,-1.5262677299567784,1.3187285223367697,-1.0,144.0,0.0,1.4,-0.5,1.0,192000
0.5,-0.3125,-0.6699410609037328,0.6739130434782609,0.0,0.28205128205128205,0.6410256410256411,0.0,0.5,0.0,-0.061245321537938074,-0.05555555555555555,0.5952380952380952,-0.38571428571428573,1.0,0.8961593172119487,0.9374809764412249,-0.6984536082474226,0.0,0.0,0.0,0.6,0.0,1.0,184500
0.0,-0.15625,-0.44204322200392926,0.6304347826086957,0.0,0.23076923076923078,0.5897435897435898,0.0,1.0,1.0,0.34569581490302825,0.0,1.7142857142857142,0.3,1.0,1.5647226173541964,-0.3893589821635113,-0.3943298969072165,1.0,0.0,0.0,0.2,-0.25,1.0,216500
0.5,-0.18359375,-0.4675834970530452,0.6739130434782609,0.0,0.28205128205128205,0.6410256410256411,0.0,0.5,0.0,-0.5049336509016672,-0.2777777777777778,0.8571428571428571,0.3,0.0,1.2603129445234709,-0.21257685517745176,0.6572164948453608,0.0,0.0,0.0,0.2,-0.5,1.0,185088
0.5,-0.3125,-0.6110019646365422,0.5869565217391305,0.0,0.1794871794871795,0.5384615384615384,0.0,0.5,0.0,-0.16468186457978903,0.0,1.0714285714285714,-0.38571428571428573,0.0,0.9331436699857752,-0.41395263894807327,-0.5678694158075601,0.0,0.0,0.0,0.6,-0.5,1.0,180000
0.5,-0.1796875,-0.3948919449901768,0.6086956521739131,0.0,0.20512820512820512,0.5641025641025641,1.1042944785276074,1.0,0.0,-0.5049336509016672,0.0,0.8571428571428571,0.3,0.0,1.6372688477951636,0.013392585377731784,0.7207903780068728,0.0,0.0,0.0,0.2,-0.25,1.0,222500
1.5,1.16796875,0.6620825147347741,0.5652173913043478,0.0,0.15384615384615385,0.5128205128205128,1.0122699386503067,2.0,0.0,-0.5049336509016672,2.2222222222222223,3.9761904761904763,0.04285714285714286,0.0,1.67425320056899,1.2964022645644366,1.5953608247422681,1.0,0.0,0.0,0.2,-0.25,1.0,333168
1.0,1.8828125,1.100196463654224,0.5434782608695652,0.0,0.1282051282051282,0.48717948717948717,0.6993865030674846,0.5,0.0,-0.5049336509016672,-0.4444444444444444,0.13690476190476192,2.0714285714285716,0.0,1.1806543385490753,1.9438728921896877,2.0008591065292096,1.0,256.0,0.0,0.2,-1.25,1.0,355000
0.5,0.18359375,1.2475442043222005,0.5,0.0,0.07692307692307693,0.4358974358974359,2.0736196319018405,0.5,0.0,0.745831915617557,-0.5,1.4285714285714286,0.4142857142857143,1.0,0.0,0.2783222743044987,0.5781786941580757,0.0,0.0,0.0,-0.6,-0.75,1.0,260400
1.0,0.90625,0.8153241650294696,0.45652173913043476,0.0,0.05128205128205128,0.38461538461538464,2.2208588957055215,1.5,1.0,0.899625723035046,1.6666666666666667,1.1071428571428572,0.07142857142857142,1.0,1.5960170697012803,0.6832653558166434,-0.05756013745704467,0.0,0.0,0.0,0.2,-0.5,1.0,325000
1.0,0.74609375,0.15520628683693516,0.5652173913043478,0.0,0.358974358974359,0.5128205128205128,2.1349693251533743,1.5,0.0,0.20823409322898945,1.3333333333333333,0.7857142857142857,0.42857142857142855,0.0,1.57325746799431,0.5634625920740245,0.2809278350515464,1.0,0.0,2.0,0.2,-0.5,1.0,290000
0.5,0.0234375,0.21611001964636542,0.5434782608695652,0.0,0.1282051282051282,0.48717948717948717,0.18404907975460122,0.5,-1.0,-0.5049336509016672,-0.5555555555555556,0.0,0.7714285714285715,0.0,0.9160739687055477,1.782431362999939,1.2551546391752577,1.0,0.0,0.0,0.2,0.0,1.0,221000
1.0,0.7265625,1.9017681728880158,0.4782608695652174,0.0,0.07692307692307693,0.4358974358974359,3.5521472392638036,1.5,0.0,0.6056481796529432,-0.6666666666666666,1.6845238095238095,0.8428571428571429,1.0,1.6856330014224752,1.2832531807390273,1.2929553264604812,1.0,0.0,0.0,0.0,-0.75,1.0,410000
1.0,1.5625,1.0019646365422397,0.6956521739130435,0.0,0.3333333333333333,0.6666666666666666,1.3865030674846626,0.0,0.0,-0.5049336509016672,0.2777777777777778,0.8571428571428571,-0.38571428571428573,0.0,0.0,-0.11274121872526938,1.9424398625429553,-1.0,0.0,0.0,-0.6,-0.25,1.0,221500
0.5,0.765625,0.26129666011787817,0.782608695652174,0.0,0.4358974358974359,0.7692307692307693,0.0,-1.0,-1.0,-0.5049336509016672,1.3333333333333333,0.0,1.5571428571428572,0.0,0.0,-0.05722286479576307,1.2946735395189004,-1.0,0.0,0.0,-0.6,-0.5,1.0,204500
0.5,0.5234375,-0.630648330058939,0.782608695652174,0.0,0.41025641025641024,0.7692307692307693,0.0,0.5,-1.0,-0.47226947941476694,0.2222222222222222,1.005952380952381,0.2571428571428571,0.0,1.1137980085348507,-0.1972362573811408,0.45962199312714774,0.0,0.0,0.0,0.2,0.0,1.0,215200
1.0,1.0546875,0.9449901768172888,0.7608695652173914,0.0,0.38461538461538464,0.7435897435897436,0.22085889570552147,0.5,-1.0,0.9622320517182715,0.3888888888888889,0.8571428571428571,2.0142857142857142,1.0,0.0,-0.10957569854507823,0.040378006872852236,0.0,0.0,0.0,-0.6,-0.5,1.0,262500
0.5,0.7734375,-0.18467583497053044,0.6739130434782609,0.0,0.3076923076923077,0.6410256410256411,0.0,1.0,0.0,-0.2027900646478394,1.7777777777777777,0.0,1.5571428571428572,0.0,1.3598862019914653,0.7553418153040725,0.5231958762886598,0.0,0.0,0.0,0.2,-0.25,1.0,254900
0.0,0.1875,0.7524557956777996,0.6956521739130435,0.0,0.3076923076923077,0.6666666666666666,0.0,0.0,0.0,1.4195304525348758,0.8888888888888888,0.0,1.0714285714285714,1.0,0.0,0.2410665367991721,-0.7053264604810997,-1.0,216.0,0.0,-0.6,-0.25,1.0,271500
0.5,0.5390625,-0.25343811394891946,0.6739130434782609,0.0,0.28205128205128205,0.6410256410256411,0.0,1.0,-1.0,0.3878870364069411,0.4444444444444444,0.0,0.2571428571428571,1.0,1.604551920341394,0.16850307420709806,-0.28264604810996563,1.0,0.0,0.0,0.2,-1.25,1.0,233000
0.5,0.015625,-0.49901768172888017,0.6739130434782609,0.0,0.28205128205128205,0.6410256410256411,0.7484662576687117,1.0,-1.0,-0.5049336509016672,0.1111111111111111,0.8571428571428571,0.5857142857142857,0.0,1.1778093883357041,0.6014488342363182,0.6297250859106529,0.0,0.0,0.0,0.2,-0.5,1.0,181000
0.5,-0.06640625,0.2691552062868369,0.45652173913043476,0.0,0.23076923076923078,0.38461538461538464,0.0,1.0,1.0,0.44096631507315415,0.0,0.0,1.4714285714285715,1.0,1.263157894736842,-0.13879588482376576,-0.3634020618556701,0.0,0.0,0.0,0.2,-0.25,1.0,205000
0.0,-0.84375,-0.3182711198428291,0.15217391304347827,0.0,-0.3333333333333333,0.02564102564102564,0.0,-0.5,0.0,0.2340932289894522,-1.0,0.47619047619047616,-0.38571428571428573,0.0,0.0,-0.35015523223960554,-0.34965635738831613,-1.0,0.0,0.0,1.4,-0.25,1.0,143000
0.0,-0.0703125,-0.05893909626719057,0.41304347826086957,0.0,-0.02564102564102564,0.3333333333333333,0.0,1.0,0.0,-0.5049336509016672,0.1111111111111111,3.7797619047619047,1.1,0.0,1.12375533428165,0.43051074450599625,1.0146048109965635,0.0,0.0,0.0,0.2,-0.25,1.0,189000
0.0,-0.84375,-0.3280943025540275,0.13043478260869565,0.0,-0.358974358974359,0.0,0.0,-0.5,0.0,-0.5049336509016672,-0.7222222222222222,0.16666666666666666,-0.38571428571428573,0.0,0.0,-0.37937541851829304,0.7792096219931272,-1.0,0.0,0.0,1.4,-0.5,1.0,99500
0.0,-0.84375,-0.6542239685658153,0.2391304347826087,-1.0,-0.23076923076923078,0.1282051282051282,0.0,-1.0,-1.0,0.3429738006124532,-1.0,2.1011904761904763,-0.38571428571428573,1.0,0.0,-0.553966031533451,-0.7981099656357389,-1.0,90.0,0.0,1.4,-1.0,1.0,125000
0.5,-0.08984375,-0.13948919449901767,0.43478260869565216,0.0,0.2564102564102564,0.358974358974359,0.0,0.5,-1.0,0.0421912215039129,0.0,2.2023809523809526,0.6142857142857143,0.0,1.038406827880512,0.0007305046569671882,0.22250859106529208,0.0,0.0,2.0,0.2,-1.0,1.0,194500
0.0,0.0,0.023575638506876228,0.2391304347826087,0.0,-0.20512820512820512,0.1794871794871795,0.0,0.0,-1.0,-0.04491323579448792,0.7222222222222222,0.0,-0.38571428571428573,0.0,0.0,0.05405734461557193,0.40807560137457044,0.0,0.0,0.0,-0.6,-0.25,1.0,152000
0.0,-0.015625,-0.38703339882121807,0.15217391304347827,0.0,-0.3076923076923077,0.02564102564102564,0.7975460122699386,0.5,0.0,-0.5049336509016672,0.1111111111111111,0.0,0.32857142857142857,0.0,0.9615931721194879,-0.25567662993851586,0.31872852233676974,0.0,204.0,1.0,0.2,-0.5,1.0,171000
-0.5,-0.19921875,-0.14341846758349705,-1.1521739130434783,-1.0,-1.1025641025641026,-1.5128205128205128,0.0,-0.5,-1.0,-0.5049336509016672,0.1111111111111111,0.7202380952380952,-0.38571428571428573,0.0,0.0,0.08522554331283862,0.6039518900343642,-1.0,0.0,0.0,-0.4,-0.5,1.0,67500
0.0,0.23046875,0.4577603143418468,0.10869565217391304,0.0,-0.38461538461538464,-0.02564102564102564,0.0,1.0,-1.0,-0.5049336509016672,0.0,0.0,-0.38571428571428573,0.0,0.8307254623044097,-0.12662080720764596,-0.7981099656357389,1.0,0.0,0.0,0.8,-0.5,1.0,112000
-0.5,0.375,0.137524557956778,-0.2608695652173913,-1.0,0.05128205128205128,0.20512820512820512,0.0,0.0,-1.0,0.7186117727118068,1.1111111111111112,1.1428571428571428,-0.38571428571428573,1.0,0.0,0.5678456200158276,-0.4372852233676976,0.0,0.0,2.0,0.7,0.0,1.0,148000
-0.5,-0.5625,-0.37524557956778,-0.17391304347826086,-1.0,0.41025641025641024,-0.15384615384615385,0.0,-0.5,0.0,0.24770330044232733,-0.16666666666666666,2.4761904761904763,1.6714285714285715,1.0,0.0,-0.24350155232239606,-0.41323024054982815,0.0,0.0,3.0,-0.6,-0.5,1.0,138500
