Customer_ID,Invoice_ID,Document_Date,Due_Date,Clearing_Date,Amount,is_late
Customer_5795,INV100319,2023-11-21,2024-01-14,2024-01-10,9693.94,0
Customer_5198,INV100200,2023-08-30,2023-10-25,2023-10-21,2684.37,0
Customer_2025,INV100369,2023-06-22,2023-07-15,2023-08-04,4314.43,1
Customer_7142,INV101149,2023-04-15,2023-06-07,2023-06-25,5740.71,1
Customer_9893,INV100564,2023-09-15,2023-10-21,2023-11-01,6979.01,1
Customer_6685,INV100996,2023-07-27,2023-08-22,2023-09-11,8981.39,1
Customer_4827,INV100483,2023-12-04,2024-01-19,2024-01-17,5152.61,0
Customer_6918,INV100519,2023-11-24,2023-12-31,2024-01-07,7867.55,1
Customer_712,INV101352,2023-08-17,2023-09-20,2023-10-12,7182.6,1
Customer_1631,INV100494,2023-02-02,2023-02-27,2023-03-20,9664.8,1
Customer_4856,INV100616,2023-12-15,2024-01-10,2024-02-04,2251.53,1
Customer_9701,INV100257,2023-06-30,2023-07-21,2023-07-24,1828.88,1
Customer_733,INV100448,2023-07-03,2023-07-29,2023-08-26,6588.69,1
Customer_6147,INV101171,2023-09-28,2023-10-29,2023-11-14,1921.6,1
Customer_7166,INV101058,2023-06-02,2023-07-12,2023-08-05,3701.73,1
Customer_239,INV101240,2023-08-06,2023-08-23,2023-09-02,7369.32,1
Customer_2750,INV100010,2023-06-16,2023-07-03,2023-07-09,7657.75,1
Customer_6252,INV100000,2023-07-25,2023-08-30,2023-09-14,7521.48,1
Customer_6323,INV101399,2023-09-13,2023-11-11,2023-11-22,9309.54,1
Customer_7962,INV101138,2023-05-13,2023-06-12,2023-07-10,4150.35,1
Customer_1121,INV100373,2023-03-23,2023-05-18,2023-06-14,6774.38,1
Customer_4217,INV100321,2023-06-08,2023-07-31,2023-08-15,4993.44,1
Customer_9813,INV100784,2023-12-30,2024-01-31,2024-02-09,6807.98,1
Customer_1310,INV101209,2023-03-13,2023-04-07,2023-04-15,2234.93,1
Customer_103,INV100660,2023-12-17,2024-02-08,2024-02-13,8404.88,1
Customer_8413,INV100466,2023-01-09,2023-03-06,2023-04-01,9386.43,1
Customer_1026,INV100438,2023-01-11,2023-02-04,2023-02-13,8509.4,1
Customer_3595,INV100389,2023-11-30,2024-01-01,2024-01-16,2047.63,1
Customer_4099,INV101480,2023-01-20,2023-03-11,2023-04-08,3903.21,1
Customer_8342,INV100208,2023-06-25,2023-07-27,2023-08-05,4553.09,1
Customer_4521,INV100004,2023-04-24,2023-06-21,2023-06-17,3549.8,0
Customer_8148,INV101206,2023-09-07,2023-09-25,2023-09-26,4241.19,1
Customer_1372,INV100614,2023-08-20,2023-09-15,2023-10-13,6021.11,1
Customer_5748,INV100661,2023-06-14,2023-07-28,2023-08-01,7079.1,1
Customer_1543,INV101487,2023-09-10,2023-09-25,2023-10-02,1352.35,1
Customer_439,INV100009,2023-04-01,2023-05-16,2023-05-23,9791.51,1
Customer_1145,INV100952,2023-09-01,2023-09-30,2023-10-19,3994.93,1
Customer_856,INV100484,2023-11-17,2024-01-07,2024-01-26,5164.84,1
Customer_3467,INV101457,2023-07-30,2023-09-20,2023-09-28,7464.46,1
Customer_1479,INV101249,2023-06-29,2023-08-13,2023-08-13,7119.87,0
Customer_8961,INV100866,2023-07-13,2023-09-03,2023-10-02,7296.03,1
Customer_4656,INV101344,2023-03-21,2023-04-29,2023-05-07,4059.06,1
Customer_1068,INV100147,2023-11-27,2023-12-17,2023-12-28,8203.25,1
Customer_6080,INV100775,2023-09-17,2023-11-06,2023-11-27,6188.64,1
Customer_3032,INV100054,2023-03-06,2023-04-16,2023-05-09,2493.95,1
Customer_6027,INV100757,2023-03-07,2023-04-01,2023-04-13,6590.8,1
Customer_5676,INV101284,2023-06-20,2023-07-14,2023-07-27,8076.54,1
Customer_8358,INV100657,2023-11-06,2023-12-28,2024-01-19,3672.51,1
Customer_2233,INV100287,2023-05-31,2023-07-01,2023-06-27,9715.88,0
Customer_2168,INV100745,2023-10-12,2023-10-29,2023-11-08,2004.74,1
Customer_594,INV101064,2023-06-03,2023-07-21,2023-07-27,4085.82,1
Customer_6196,INV101216,2023-11-18,2023-12-08,2023-12-21,4994.31,1
Customer_4890,INV100729,2023-09-26,2023-10-26,2023-11-08,3367.46,1
Customer_1530,INV101233,2023-03-26,2023-04-14,2023-04-30,9710.2,1
Customer_8660,INV100983,2023-06-22,2023-07-10,2023-07-31,3470.07,1
Customer_7203,INV100413,2023-11-22,2024-01-13,2024-01-15,6222.99,1
Customer_1149,INV100665,2023-08-06,2023-09-20,2023-10-04,6350.95,1
Customer_8103,INV100913,2023-06-12,2023-07-19,2023-07-29,3748.69,1
Customer_6753,INV100285,2023-12-07,2023-12-27,2023-12-23,5769.2,0
Customer_774,INV101392,2023-07-26,2023-09-14,2023-09-15,5078.41,1
Customer_3025,INV101012,2023-02-24,2023-03-23,2023-03-28,5027.58,1
Customer_5731,INV101122,2023-07-12,2023-08-19,2023-09-17,3169.59,1
Customer_1731,INV100002,2023-07-18,2023-08-13,2023-08-31,7772.26,1
Customer_4302,INV100566,2023-09-02,2023-10-12,2023-10-28,6759.38,1
Customer_2625,INV101241,2023-03-02,2023-04-22,2023-05-11,4652.99,1
Customer_5940,INV100322,2023-03-21,2023-04-19,2023-04-22,8155.79,1
Customer_3396,INV100762,2023-06-21,2023-08-07,2023-08-17,2566.98,1
Customer_1562,INV100269,2023-11-16,2023-12-01,2023-12-29,6992.64,1
Customer_7323,INV100992,2023-02-07,2023-03-06,2023-03-01,1344.77,0
Customer_7529,INV100318,2023-10-12,2023-11-16,2023-11-13,4216.39,0
Customer_6350,INV101330,2023-01-10,2023-02-20,2023-02-20,4119.76,0
Customer_8990,INV101465,2023-05-15,2023-06-03,2023-05-29,7100.86,0
Customer_1183,INV100831,2023-03-25,2023-04-23,2023-05-09,7658.79,1
Customer_7646,INV100726,2023-03-21,2023-05-15,2023-06-11,6175.78,1
Customer_6216,INV100827,2023-05-01,2023-06-26,2023-07-17,5459.72,1
Customer_286,INV100871,2023-12-27,2024-01-16,2024-01-28,6416.66,1
Customer_2210,INV101375,2023-10-25,2023-11-15,2023-12-06,6208.26,1
Customer_7882,INV100544,2023-04-04,2023-04-29,2023-05-19,8508.5,1
Customer_8803,INV101362,2023-09-20,2023-10-07,2023-10-21,3128.26,1
Customer_6871,INV101190,2023-03-18,2023-04-25,2023-05-12,3351.59,1
Customer_5703,INV100182,2023-05-06,2023-05-28,2023-05-25,9723.3,0
Customer_2884,INV100408,2023-10-02,2023-10-31,2023-11-12,6215.04,1
Customer_5159,INV101301,2023-12-15,2024-01-02,2024-01-05,7539.47,1
Customer_6221,INV101327,2023-01-17,2023-02-20,2023-02-18,1291.38,0
Customer_7301,INV100781,2023-10-11,2023-10-30,2023-11-18,4150.94,1
Customer_2864,INV101309,2023-04-29,2023-05-24,2023-06-01,2874.94,1
Customer_3309,INV100865,2023-06-14,2023-08-08,2023-08-18,4585.67,1
Customer_908,INV101060,2023-12-28,2024-02-10,2024-02-23,4906.59,1
Customer_7620,INV100702,2023-02-25,2023-03-16,2023-03-27,6833.04,1
Customer_2868,INV100803,2023-11-12,2023-12-22,2024-01-08,3004.74,1
Customer_8714,INV100778,2023-12-13,2023-12-29,2024-01-25,1857.27,1
Customer_483,INV100469,2023-10-28,2023-12-14,2023-12-17,1917.4,1
Customer_5737,INV101380,2023-12-31,2024-01-18,2024-01-20,3089.66,1
Customer_9393,INV100595,2023-11-29,2024-01-17,2024-02-03,8582.3,1
Customer_248,INV100916,2023-10-11,2023-11-16,2023-12-03,1693.29,1
Customer_4899,INV101145,2023-05-06,2023-05-25,2023-06-08,6046.41,1
Customer_1349,INV101467,2023-01-19,2023-03-06,2023-03-10,3978.67,1
Customer_8266,INV101434,2023-02-28,2023-03-15,2023-03-11,6752.3,0
Customer_3000,INV101131,2023-11-15,2023-12-27,2023-12-29,2069.84,1
Customer_8015,INV100540,2023-07-16,2023-08-19,2023-08-21,3015.45,1
Customer_31,INV100157,2023-02-04,2023-03-25,2023-04-05,2620.16,1
Customer_3949,INV101077,2023-08-16,2023-10-04,2023-10-12,2791.16,1
Customer_1494,INV100298,2023-03-29,2023-05-03,2023-05-21,7745.02,1
Customer_6329,INV100479,2023-01-05,2023-01-30,2023-02-17,6918.34,1
Customer_4630,INV100435,2023-10-16,2023-11-21,2023-11-24,9270.12,1
Customer_7539,INV100098,2023-09-04,2023-10-19,2023-11-03,5439.19,1
Customer_8134,INV100344,2023-07-10,2023-08-29,2023-09-12,6296.73,1
Customer_2867,INV101265,2023-11-14,2023-12-04,2023-12-28,9189.6,1
Customer_3410,INV100241,2023-01-21,2023-03-02,2023-03-20,6367.47,1
Customer_1056,INV100093,2023-02-15,2023-03-15,2023-03-25,2190.98,1
Customer_5359,INV100082,2023-05-25,2023-06-24,2023-07-22,8169.91,1
Customer_33,INV100143,2023-10-19,2023-11-28,2023-11-24,3724.73,0
Customer_6077,INV100062,2023-06-07,2023-06-28,2023-06-29,9539.77,1
Customer_9547,INV100694,2023-03-31,2023-05-03,2023-05-28,4757.27,1
Customer_5481,INV100472,2023-05-05,2023-06-23,2023-06-18,3440.35,0
Customer_1360,INV100751,2023-04-11,2023-05-19,2023-06-16,8917.13,1
Customer_7522,INV100948,2023-01-26,2023-03-24,2023-04-16,5213.01,1
Customer_4130,INV100326,2023-12-19,2024-02-08,2024-02-24,2952.49,1
Customer_9187,INV100451,2023-01-10,2023-02-22,2023-03-19,9891.78,1
Customer_8525,INV101291,2023-10-24,2023-12-15,2024-01-11,1217.2,1
Customer_3470,INV101292,2023-03-22,2023-04-29,2023-05-21,6493.71,1
Customer_5190,INV101258,2023-07-27,2023-08-23,2023-09-07,9348.78,1
Customer_3204,INV100526,2023-02-02,2023-02-20,2023-02-26,7889.94,1
Customer_4947,INV100024,2023-06-13,2023-08-05,2023-08-07,8257.2,1
Customer_4957,INV100529,2023-07-29,2023-08-19,2023-09-10,7248.04,1
Customer_7791,INV100141,2023-07-22,2023-09-16,2023-10-08,5333.86,1
Customer_2018,INV100489,2023-07-02,2023-08-22,2023-08-20,6294.77,0
Customer_577,INV100723,2023-03-11,2023-04-14,2023-05-10,4664.27,1
Customer_5521,INV100836,2023-06-24,2023-08-21,2023-08-22,5729.95,1
Customer_5785,INV101078,2023-06-12,2023-08-04,2023-08-29,8082.65,1
Customer_3095,INV100430,2023-05-08,2023-06-21,2023-06-25,6121.6,1
Customer_3846,INV101303,2023-03-09,2023-04-05,2023-04-12,4632.31,1
Customer_5885,INV100486,2023-05-16,2023-06-12,2023-07-11,7038.63,1
Customer_8846,INV100201,2023-07-22,2023-09-18,2023-09-17,1293.62,0
Customer_3859,INV101101,2023-08-31,2023-09-26,2023-10-06,9121.11,1
Customer_7807,INV100240,2023-01-21,2023-03-06,2023-03-18,2574.51,1
Customer_7872,INV100609,2023-05-11,2023-05-27,2023-06-23,1157.21,1
Customer_3463,INV101359,2023-09-23,2023-10-30,2023-11-01,9391.65,1
Customer_2286,INV100828,2023-11-20,2023-12-29,2023-12-25,5514.67,0
Customer_4271,INV101376,2023-11-13,2023-12-13,2024-01-07,2862.13,1
Customer_6428,INV100324,2023-04-22,2023-06-18,2023-06-15,5930.3,0
Customer_9362,INV100545,2023-08-30,2023-09-28,2023-10-06,3779.13,1
Customer_9238,INV100092,2023-10-20,2023-11-20,2023-12-06,1874.48,1
Customer_2215,INV100498,2023-09-29,2023-10-27,2023-11-15,9738.78,1
Customer_7623,INV101102,2023-09-06,2023-10-13,2023-10-28,8112.2,1
Customer_3912,INV100199,2023-06-27,2023-08-05,2023-08-29,5922.25,1
Customer_1155,INV100699,2023-01-24,2023-03-10,2023-03-15,3497.92,1
Customer_1222,INV101325,2023-04-30,2023-06-23,2023-07-17,4971.21,1
Customer_513,INV101010,2023-10-27,2023-12-13,2024-01-07,8816.56,1
Customer_9919,INV100533,2023-04-10,2023-05-13,2023-06-02,1480.72,1
Customer_4851,INV100368,2023-01-16,2023-03-12,2023-03-27,9608.99,1
Customer_3154,INV100094,2023-06-19,2023-07-10,2023-07-31,7093.0,1
Customer_1413,INV100619,2023-12-04,2023-12-29,2024-01-10,1586.21,1
Customer_710,INV101443,2023-10-31,2023-12-02,2023-12-22,9218.66,1
Customer_5272,INV100012,2023-10-09,2023-12-04,2023-12-13,3344.66,1
Customer_9785,INV101355,2023-11-15,2023-12-26,2024-01-24,4938.54,1
Customer_6959,INV101482,2023-06-13,2023-06-28,2023-07-17,1296.17,1
Customer_5221,INV100637,2023-03-18,2023-05-06,2023-06-03,4206.28,1
Customer_673,INV100444,2023-07-07,2023-08-09,2023-08-09,7655.59,0
Customer_3914,INV101030,2023-03-18,2023-04-05,2023-04-13,7339.65,1
Customer_7936,INV101273,2023-05-12,2023-06-02,2023-06-14,7009.07,1
Customer_2742,INV101119,2023-10-30,2023-12-01,2023-12-17,5267.44,1
Customer_7887,INV100144,2023-11-06,2023-12-04,2023-12-19,5451.56,1
Customer_8683,INV100698,2023-09-27,2023-11-15,2023-11-13,3405.66,0
Customer_2303,INV101408,2023-08-15,2023-10-06,2023-10-22,4627.32,1
Customer_3842,INV100806,2023-02-25,2023-03-25,2023-04-01,3851.97,1
Customer_4539,INV101110,2023-05-25,2023-07-13,2023-07-09,5315.33,0
Customer_3798,INV101263,2023-09-23,2023-10-17,2023-10-23,2848.06,1
Customer_8146,INV100375,2023-10-14,2023-11-02,2023-11-07,9119.59,1
Customer_8985,INV101034,2023-04-01,2023-05-11,2023-05-31,7654.1,1
Customer_7235,INV100187,2023-07-14,2023-08-25,2023-09-16,1026.66,1
Customer_4896,INV101000,2023-06-20,2023-07-21,2023-08-17,7790.24,1
Customer_1692,INV100676,2023-02-07,2023-03-14,2023-04-05,4329.35,1
Customer_9366,INV101063,2023-09-30,2023-11-09,2023-11-09,2997.96,0
Customer_2997,INV101245,2023-07-23,2023-08-19,2023-09-15,5944.28,1
Customer_4638,INV100889,2023-03-05,2023-04-11,2023-04-12,5541.78,1
Customer_9892,INV101118,2023-08-17,2023-09-24,2023-09-28,5089.69,1
Customer_3105,INV100633,2023-03-31,2023-04-22,2023-04-29,3819.91,1
Customer_9765,INV100602,2023-06-03,2023-07-15,2023-07-23,1169.85,1
Customer_9731,INV100283,2023-08-07,2023-08-31,2023-08-29,3405.97,0
Customer_5786,INV100785,2023-09-11,2023-10-27,2023-11-21,5921.08,1
Customer_7456,INV101042,2023-03-02,2023-04-02,2023-04-29,5046.28,1
Customer_5467,INV100696,2023-01-28,2023-03-06,2023-03-17,4539.08,1
Customer_4775,INV100573,2023-07-12,2023-08-30,2023-09-05,6720.59,1
Customer_9190,INV100262,2023-03-15,2023-04-10,2023-04-19,8745.87,1
Customer_393,INV101155,2023-12-06,2024-01-08,2024-01-29,3047.63,1
Customer_5851,INV100911,2023-08-29,2023-10-17,2023-10-19,2941.97,1
Customer_4813,INV100316,2023-12-24,2024-01-28,2024-02-15,3020.26,1
Customer_5657,INV101315,2023-10-08,2023-12-03,2023-12-17,6053.72,1
Customer_360,INV100174,2023-06-15,2023-08-08,2023-08-31,9308.88,1
Customer_2818,INV100846,2023-09-07,2023-11-04,2023-11-11,3318.91,1
Customer_3019,INV100748,2023-09-07,2023-10-15,2023-10-14,9977.93,0
Customer_259,INV100202,2023-01-31,2023-03-19,2023-04-11,9512.48,1
Customer_8970,INV101162,2023-03-07,2023-05-05,2023-05-03,2172.96,0
Customer_2189,INV100470,2023-01-08,2023-03-01,2023-03-25,5442.16,1
Customer_3077,INV101062,2023-08-09,2023-09-28,2023-10-06,8348.08,1
Customer_7911,INV100453,2023-07-11,2023-07-26,2023-08-03,4937.4,1
Customer_1496,INV101002,2023-07-09,2023-08-01,2023-08-03,9422.84,1
Customer_713,INV100189,2023-05-21,2023-07-19,2023-07-18,3913.92,0
Customer_9772,INV101147,2023-09-08,2023-10-21,2023-10-16,7226.93,0
Customer_1188,INV100060,2023-12-23,2024-02-19,2024-03-14,3305.36,1
Customer_3208,INV101423,2023-09-01,2023-09-17,2023-09-17,4821.8,0
Customer_9039,INV100542,2023-11-19,2023-12-16,2024-01-12,3286.32,1
Customer_2199,INV101215,2023-08-16,2023-09-08,2023-09-29,6568.09,1
Customer_5399,INV101188,2023-03-09,2023-04-02,2023-04-14,3499.44,1
Customer_4695,INV100125,2023-01-12,2023-02-20,2023-03-04,4645.92,1
Customer_3529,INV100697,2023-03-13,2023-05-08,2023-05-21,8437.27,1
Customer_1498,INV100421,2023-12-04,2023-12-19,2023-12-20,6055.13,1
Customer_461,INV100946,2023-04-06,2023-05-28,2023-06-18,9731.69,1
Customer_4712,INV100617,2023-01-30,2023-03-09,2023-04-05,2970.82,1
Customer_6746,INV101009,2023-04-03,2023-05-06,2023-05-11,8349.18,1
Customer_4929,INV100478,2023-10-24,2023-11-22,2023-12-16,3685.42,1
Customer_8582,INV101182,2023-11-03,2023-12-14,2023-12-15,4413.69,1
Customer_6182,INV101252,2023-11-20,2023-12-21,2024-01-12,1958.6,1
Customer_9655,INV100057,2023-02-07,2023-03-26,2023-03-23,7989.32,0
Customer_3541,INV100351,2023-09-20,2023-11-17,2023-12-01,9723.85,1
Customer_4773,INV100346,2023-05-31,2023-06-30,2023-07-17,1537.4,1
