Due_Date_dow,Due_Date_month,Amount,Clearing_Date_dow,Clearing_Date_minus_Document_Date_days,Clearing_Date_minus_Due_Date_days,Document_Date_dow,Document_Date_month,Document_Date_year,Due_Date_year,is_late
0.25,0.3333333333333333,-0.9975307353501217,0.75,-0.043478260869565216,-0.625,-0.75,0.0,0.0,0.0,1
0.75,0.0,-0.5485842253514873,-0.5,-0.9130434782608695,-0.625,-0.5,-0.16666666666666666,0.0,0.0,1
0.25,0.5,0.6046933792841573,0.5,0.6956521739130435,0.625,0.0,0.16666666666666666,0.0,0.0,1
-0.75,0.8333333333333334,-0.3945482988831686,-0.75,-0.34782608695652173,-0.75,-0.5,0.5,0.0,0.0,0
0.5,-0.6666666666666666,0.6772213666891314,-0.5,1.2608695652173914,0.75,-0.75,-1.0,0.0,0.0,1
0.25,-0.16666666666666666,-0.6686677628839769,-0.25,0.08695652173913043,0.0,-0.75,-0.3333333333333333,0.0,0.0,1
-0.75,0.5,-0.3827304693268258,0.25,-1.3478260869565217,-0.9375,-0.75,0.5,0.0,0.0,0
-0.25,0.0,0.5071618667374285,0.5,-0.782608695652174,-1.0,-0.25,-0.16666666666666666,0.0,0.0,0
-0.5,-0.3333333333333333,-0.15855810044266921,0.5,0.21739130434782608,-0.5,-0.75,-0.5,0.0,0.0,1
-0.25,-0.8333333333333334,0.7623732475604351,0.0,-0.13043478260869565,-0.6875,0.75,0.8333333333333334,0.0,1.0,1
0.5,-0.3333333333333333,0.4826313212453353,0.5,-0.6086956521739131,0.125,0.5,-0.3333333333333333,0.0,0.0,1
0.75,0.6666666666666666,0.2859561683319028,-0.25,-0.043478260869565216,-0.125,0.0,0.3333333333333333,0.0,0.0,1
0.75,0.6666666666666666,0.3733197286917671,0.5,0.782608695652174,0.5,-0.5,0.3333333333333333,0.0,0.0,1
-0.25,-0.6666666666666666,0.905635008488097,-0.5,0.0,-0.375,-0.5,-1.0,0.0,0.0,1
-0.75,0.16666666666666666,-0.8681696908867037,-0.5,-0.6086956521739131,-0.6875,-0.5,0.0,0.0,0.0,1
0.5,-0.5,0.5595426975161905,0.75,-0.8260869565217391,-0.6875,0.25,-0.6666666666666666,0.0,0.0,1
0.0,0.16666666666666666,0.22473528128410636,-0.25,-0.043478260869565216,-0.375,0.0,-0.16666666666666666,0.0,0.0,1
-0.75,-0.16666666666666666,-0.6802968446928022,-0.5,0.8260869565217391,0.625,0.0,-0.3333333333333333,0.0,0.0,1
0.25,-0.8333333333333334,0.07098580727966738,0.5,0.13043478260869565,-0.6875,-0.25,0.8333333333333334,0.0,1.0,1
0.25,-0.5,0.42706842549959845,0.5,0.6521739130434783,1.0625,0.25,-0.6666666666666666,0.0,0.0,1
0.5,0.5,-0.8029851011410358,0.25,0.6086956521739131,0.0625,0.25,0.3333333333333333,0.0,0.0,1
0.75,-1.0,-0.5713960560603017,-0.25,0.7391304347826086,0.3125,0.75,0.6666666666666666,0.0,1.0,1
-0.25,-0.3333333333333333,0.7776773590415166,0.0,0.391304347826087,1.0625,-0.5,-0.5,0.0,0.0,1
-0.75,-1.0,0.34588246788790145,0.5,0.43478260869565216,0.0,-0.25,0.6666666666666666,0.0,1.0,1
-0.25,-0.5,0.5923537177199715,0.0,0.4782608695652174,-0.25,0.75,-0.8333333333333334,0.0,0.0,1
-0.75,0.16666666666666666,0.9247584861542424,0.5,1.2608695652173914,0.4375,0.25,-0.16666666666666666,0.0,0.0,1
-0.75,0.3333333333333333,-0.9732777600749664,0.75,0.9565217391304348,0.0625,0.5,0.0,0.0,0.0,1
-0.75,0.3333333333333333,0.6218361158822346,-0.75,0.8260869565217391,0.5625,-0.25,0.0,0.0,0.0,1
0.75,-1.0,0.9259442661210007,-0.25,0.043478260869565216,-1.0,-0.5,0.6666666666666666,0.0,1.0,0
-0.25,0.5,-0.6305740263114362,0.5,0.13043478260869565,-1.0,-0.25,0.16666666666666666,0.0,0.0,0
0.5,0.0,-0.2686091400541596,0.25,-0.2608695652173913,0.5,0.0,-0.16666666666666666,0.0,0.0,1
-0.25,-0.16666666666666666,0.04810513915705241,0.75,0.9565217391304348,0.375,0.5,-0.5,0.0,0.0,1
0.5,0.5,0.3230772988642936,-0.25,-0.08695652173913043,-0.0625,0.25,0.3333333333333333,0.0,0.0,1
-0.5,0.16666666666666666,0.767718139657789,-0.75,-0.13043478260869565,0.5,0.0,0.0,0.0,0.0,1
0.25,-1.0,-0.08248609650783383,-0.25,-0.21739130434782608,-0.875,-0.75,0.8333333333333334,0.0,1.0,0
0.75,0.8333333333333334,0.5203830913106088,0.75,-0.21739130434782608,-0.3125,0.25,0.6666666666666666,0.0,0.0,1
-0.25,0.3333333333333333,0.3682857152373835,0.0,0.30434782608695654,0.625,0.0,0.16666666666666666,0.0,0.0,1
-0.75,-0.8333333333333334,0.9194735492237468,-0.75,-0.13043478260869565,0.5625,0.0,-0.8333333333333334,0.0,0.0,1
-0.25,-1.0,-0.7266888204709147,0.75,0.08695652173913043,0.8125,0.25,0.8333333333333334,0.0,1.0,1
0.25,0.0,-0.8205408622219165,-0.75,-1.0869565217391304,-0.5625,0.25,-0.16666666666666666,0.0,0.0,1
0.5,0.0,0.23640433320417042,0.5,0.21739130434782608,1.0,-0.75,0.0,0.0,0.0,1
0.75,0.5,-0.7999518138103399,-0.5,-0.08695652173913043,0.25,0.0,0.3333333333333333,0.0,0.0,1
-0.25,0.0,-0.40466295758838133,0.5,0.6521739130434783,0.75,0.25,-0.16666666666666666,0.0,0.0,1
-0.25,0.16666666666666666,0.40974804396268105,0.5,-0.9565217391304348,-0.125,0.75,0.16666666666666666,0.0,0.0,1
-0.75,0.0,0.4737957060997719,0.75,-1.1304347826086956,-0.375,0.25,-0.16666666666666666,0.0,0.0,1
-0.25,0.16666666666666666,0.4435361113300829,0.0,0.08695652173913043,0.1875,-0.5,0.0,0.0,0.0,1
0.5,0.6666666666666666,0.840585873008295,-0.25,0.9130434782608695,-0.0625,-0.25,0.3333333333333333,0.0,0.0,1
-0.75,-0.16666666666666666,-0.30504411701028017,-0.75,0.391304347826087,1.0,0.5,-0.3333333333333333,0.0,0.0,1
0.0,-0.3333333333333333,0.27763794407071146,-0.25,1.4782608695652173,0.9375,0.0,-0.6666666666666666,0.0,0.0,1
-0.75,0.0,-0.11783077765182284,-0.5,0.8260869565217391,0.1875,0.0,-0.16666666666666666,0.0,0.0,1
-0.25,-1.0,0.28509903150199883,0.25,-0.34782608695652173,-0.1875,0.5,0.8333333333333334,0.0,1.0,1
0.25,-0.5,-0.7303749529518485,0.5,-0.6956521739130435,-0.25,-0.75,-0.6666666666666666,0.0,0.0,1
0.0,-0.8333333333333334,0.6397005350443499,-0.5,0.391304347826087,-0.4375,0.75,0.8333333333333334,0.0,1.0,1
-0.75,-0.6666666666666666,0.8576597721925715,0.5,1.434782608695652,0.875,-0.75,-1.0,0.0,0.0,1
0.5,-0.8333333333333334,0.6629098463038192,-0.75,-0.6956521739130435,-0.1875,-0.25,-1.0,0.0,0.0,1
-0.75,-1.0,-0.7719660742578052,-0.5,-0.08695652173913043,0.1875,0.0,0.6666666666666666,0.0,1.0,1
0.5,-0.6666666666666666,-0.35992307974148235,0.5,1.2608695652173914,1.0,0.25,-1.0,0.0,0.0,1
0.0,0.0,-0.2156132136746634,0.5,-0.34782608695652173,-0.1875,0.75,-0.16666666666666666,0.0,0.0,1
-0.25,-0.16666666666666666,-0.4383999520358667,0.5,0.21739130434782608,-1.0,-0.75,-0.5,0.0,0.0,0
-0.75,0.3333333333333333,-0.2848725342049781,-0.5,-1.3043478260869565,-0.6875,0.0,0.3333333333333333,0.0,0.0,1
0.25,0.3333333333333333,0.11036969022053486,0.25,0.21739130434782608,1.0,0.75,0.16666666666666666,0.0,0.0,1
0.25,0.0,0.34530290127493546,-0.5,-0.043478260869565216,-0.5,-0.25,-0.16666666666666666,0.0,0.0,1
-0.75,0.3333333333333333,-0.9263572906038041,-0.75,-1.173913043478261,-0.3125,0.75,0.3333333333333333,0.0,0.0,1
-0.5,-0.3333333333333333,0.9476102869742958,-0.5,0.13043478260869565,-0.3125,0.5,-0.5,0.0,0.0,1
0.5,0.3333333333333333,-0.33955608750345595,0.0,-0.043478260869565216,0.4375,0.25,0.3333333333333333,0.0,0.0,1
0.75,-1.0,-0.07977034950531449,0.25,0.9130434782608695,0.4375,0.25,0.6666666666666666,0.0,1.0,1
-0.25,0.3333333333333333,0.4308744683142493,0.0,0.4782608695652174,-0.25,0.75,0.0,0.0,0.0,1
0.75,0.16666666666666666,0.35435613147057793,0.75,-0.17391304347826086,-0.75,0.0,-0.16666666666666666,0.0,0.0,0
0.75,0.3333333333333333,0.3934735470031852,-0.75,1.391304347826087,1.0625,0.0,0.0,0.0,0.0,1
0.5,-0.5,-0.3253156250936801,0.75,-0.08695652173913043,-0.25,-0.5,-0.6666666666666666,0.0,0.0,1
0.75,0.8333333333333334,0.5949273487714186,0.0,-0.782608695652174,-0.0625,-0.75,0.6666666666666666,0.0,0.0,1
-0.75,0.6666666666666666,0.14757076097540386,-0.75,0.9565217391304348,0.5625,0.75,0.3333333333333333,0.0,0.0,1
0.75,-0.5,-0.6728579628788697,-0.5,0.6521739130434783,0.6875,-0.75,-0.6666666666666666,0.0,0.0,1
0.5,-0.5,0.2368728717303615,0.0,-0.5217391304347826,0.0,-0.5,-0.6666666666666666,0.0,0.0,1
0.25,0.0,0.5667906110208698,0.0,-0.5217391304347826,0.0625,-0.5,-0.16666666666666666,0.0,0.0,1
0.0,0.8333333333333334,-0.4111514389795188,0.25,1.0869565217391304,0.625,-0.75,0.6666666666666666,0.0,0.0,1
0.5,0.0,0.9308161785686923,-0.5,-0.9565217391304348,-1.0,-0.25,-0.3333333333333333,0.0,0.0,0
0.75,0.5,-0.7814900635413743,-0.25,-0.9565217391304348,-0.125,0.0,0.5,0.0,0.0,1
0.25,0.0,-0.3193734018894761,0.0,0.21739130434782608,-0.375,0.5,-0.16666666666666666,0.0,0.0,1
0.25,0.8333333333333334,-0.11763758878083397,0.0,-0.6956521739130435,0.0625,0.5,0.6666666666666666,0.0,0.0,1
0.0,0.5,-0.47888967472101435,-0.25,-0.2608695652173913,0.0625,-0.5,0.3333333333333333,0.0,0.0,1
0.25,-0.5,0.9295548995029272,0.75,-0.6086956521739131,0.25,0.75,-0.6666666666666666,0.0,0.0,1
-0.75,0.0,-0.45610449075302595,-0.75,-0.43478260869565216,0.5625,0.0,-0.16666666666666666,0.0,0.0,1
0.5,-1.0,0.15519839053685391,-0.75,0.21739130434782608,-0.625,-0.25,0.6666666666666666,0.0,1.0,1
-0.25,0.3333333333333333,0.18361269850434045,-0.25,0.43478260869565216,0.125,0.75,0.16666666666666666,0.0,0.0,1
-0.25,0.0,-0.3942351996784628,0.5,-0.08695652173913043,-0.125,-0.75,-0.16666666666666666,0.0,0.0,1
-0.25,0.8333333333333334,0.05443151954149821,0.5,-1.434782608695652,-1.0,0.0,0.8333333333333334,0.0,0.0,0
0.0,0.3333333333333333,-0.09896266458526033,0.25,0.08695652173913043,-0.6875,-0.25,0.0,0.0,0.0,1
0.0,-0.6666666666666666,-0.11024977988681815,-0.5,-0.7391304347826086,-0.4375,0.25,-0.8333333333333334,0.0,0.0,1
0.5,0.16666666666666666,-0.5228279297813969,0.75,0.782608695652174,1.0625,-0.25,0.0,0.0,0.0,1
0.75,0.16666666666666666,0.49922335853300803,0.0,-0.21739130434782608,0.375,-0.5,0.0,0.0,0.0,1
0.0,0.5,0.2743071014674581,0.5,0.30434782608695654,0.25,0.5,0.3333333333333333,0.0,0.0,1
0.5,-0.5,-0.19342980193699622,0.0,0.9130434782608695,0.4375,0.0,-0.6666666666666666,0.0,0.0,1
-0.25,-0.5,0.584388562774725,0.5,-0.7391304347826086,-0.5625,-0.5,-0.6666666666666666,0.0,0.0,1
-0.75,0.16666666666666666,-0.6566412005244969,0.0,0.34782608695652173,-0.125,-0.25,-0.16666666666666666,0.0,0.0,1
0.25,0.8333333333333334,0.32610392450978315,0.25,-0.2608695652173913,1.0,0.0,0.6666666666666666,0.0,0.0,1
-0.75,-0.6666666666666666,-0.9280404763993149,-0.25,-1.173913043478261,-1.0625,-0.5,-0.8333333333333334,0.0,0.0,0
0.0,0.6666666666666666,-0.29037952730902344,-0.75,-0.7391304347826086,-0.9375,0.0,0.5,0.0,0.0,0
-0.75,-0.8333333333333334,-0.31183681535918156,-0.75,-0.34782608695652173,-0.75,-0.5,-1.0,0.0,0.0,0
0.5,-0.16666666666666666,0.35013484361138814,-0.75,-1.5217391304347827,-1.0625,-0.75,-0.3333333333333333,0.0,0.0,0
0.75,-0.5,0.47402664452026416,-0.5,-0.17391304347826086,0.25,0.5,-0.6666666666666666,0.0,0.0,1
-0.75,-0.3333333333333333,0.14471511858354788,0.75,1.434782608695652,0.9375,-0.5,-0.6666666666666666,0.0,0.0,1
-0.75,-0.16666666666666666,-0.014290425048824707,-0.75,1.2173913043478262,0.5625,-0.75,-0.3333333333333333,0.0,0.0,1
-0.5,-1.0,0.1982040096683256,0.75,-0.7391304347826086,0.0,-0.25,0.8333333333333334,0.0,1.0,1
-0.25,0.6666666666666666,0.15192750310045922,-0.25,-0.30434782608695654,0.5625,-0.25,0.5,0.0,0.0,1
0.5,-0.5,0.6627099957476241,0.25,-0.17391304347826086,0.5,-0.5,-0.5,0.0,0.0,1
0.5,0.5,-0.5320055114342277,0.5,-0.782608695652174,0.125,-0.25,0.3333333333333333,0.0,0.0,1
-0.5,-0.5,-0.48241370619525636,0.25,0.2608695652173913,0.3125,0.5,-0.6666666666666666,0.0,0.0,1
0.75,-0.3333333333333333,0.9324638353764348,0.0,-1.3043478260869565,-0.9375,0.5,-0.3333333333333333,0.0,0.0,0
-0.5,0.5,0.15343304395712967,0.75,-0.34782608695652173,0.0,-0.75,0.5,0.0,0.0,1
-0.5,-1.0,0.4475309018922516,0.25,-1.2173913043478262,-0.5625,0.25,0.8333333333333334,0.0,1.0,1
-0.75,-0.8333333333333334,-0.9398960555051613,0.5,-0.7391304347826086,-0.875,-0.5,-1.0,0.0,0.0,0
-0.75,0.5,-0.3049131038678857,0.5,-0.4782608695652174,0.4375,-0.25,0.5,0.0,0.0,1
-0.25,-0.3333333333333333,-0.5882567813179702,0.0,-0.6956521739130435,-0.25,0.5,-0.5,0.0,0.0,1
-0.5,0.16666666666666666,-0.20837862354039716,0.25,0.6956521739130435,-0.125,-0.25,-0.16666666666666666,0.0,0.0,1
0.5,-0.8333333333333334,-0.13711635632465957,0.25,0.34782608695652173,0.0625,0.0,0.8333333333333334,0.0,1.0,1
0.0,-0.6666666666666666,0.2906637592111675,-0.75,-0.8260869565217391,-0.0625,0.5,-0.8333333333333334,0.0,0.0,1
